shared_arc2_pc1,shared_arc2_pc2,task_ID,human_solve_rate,llm_mean_score
1.481363092743103,-1.9141839020000604,0934a4d8,0.4444444444444444,0.0
-1.9419522648517131,0.3751678011451282,135a2760,0.8888888888888888,0.21739130434782608
-1.2472263660654008,-2.4738803412290173,136b0064,0.5555555555555556,0.391304347826087
3.6847525222564914,-1.6020402692285074,13e47133,0.7,0.021739130434782608
1.8488743132132999,1.198237560103613,142ca369,0.7,0.15217391304347827
1.183069084285186,-1.2217007476373862,16b78196,0.5555555555555556,0.0
0.3364660208513062,-0.6168899686587657,16de56c4,0.675,0.2826086956521739
-3.4463322841230384,1.4003362078345716,1818057f,1.0,0.6521739130434783
3.6233727200985646,0.5566029327655296,195c6913,0.4666666666666667,0.043478260869565216
-0.7918877028225498,0.6072523010862999,1ae2feb7,0.4166666666666667,0.6811594202898551
1.280888021666665,-0.441619702912207,20270e3b,0.5208333333333333,0.21739130434782608
2.76693117462821,0.47957220805503337,20a9e565,0.6571428571428571,0.13043478260869565
3.753049964850088,0.9038730637704313,21897d95,0.4722222222222222,0.0
2.8585071824605803,0.3478964193461859,221dfab4,0.43181818181818177,0.021739130434782608
0.12507036433164456,0.18266639379473515,247ef758,0.6,0.34782608695652173
4.359637336402108,0.27662286656361995,269e22fb,0.282051282051282,0.0
0.8753287751663474,-1.0020405983882912,271d71e2,0.375,0.0
-1.4372526339072043,-0.10809237204677306,28a6681f,0.8,0.0
-0.9895106162247167,-1.6516536467498215,291dc1e1,0.5,0.30434782608695654
0.8562403153482274,-2.90794439077999,2b83f449,0.2222222222222222,0.0
-3.806959529367099,1.184375406811687,2ba387bc,0.8888888888888888,0.782608695652174
-0.20994000214533975,-0.7082648554843456,2c181942,0.7777777777777778,0.17391304347826086
0.6537159111973444,-0.7528417462672923,2d0172a1,0.5,0.045454545454545456
-2.8025018149959893,-0.6769088733565729,31f7f899,1.0,0.5217391304347826
-0.4205648986254842,0.7264237839508292,332f06d7,0.7777777777777778,0.08695652173913043
-0.04665730628025732,-2.0262896927684,35ab12c3,0.3333333333333333,0.09090909090909091
0.17487516800037042,2.5496136483406158,36a08778,1.0,0.34782608695652173
-2.6442842153143182,1.97883757128462,38007db0,1.0,0.782608695652174
1.7227849442834904,1.2486628902723182,3a25b0d8,0.8055555555555556,0.0
-1.2572922650624612,-1.0403481055739223,3dc255db,0.875,0.13043478260869565
-0.07854872615905797,2.6159605981170766,3e6067c3,1.0,0.45652173913043476
-0.5799673173282346,-0.5850368938638049,409aa875,0.5,0.08695652173913043
2.8361955808265344,0.3710470307932387,446ef5d2,0.6527777777777778,0.043478260869565216
-2.764302771116322,-0.34972214186940886,45a5af55,0.8888888888888888,0.6956521739130435
-0.18671500143790953,0.23872240708729875,4c3d4a41,0.7083333333333333,0.391304347826087
-0.4698057353864346,0.599542910201257,4c416de3,0.75,0.0
