"dataset_key","task_id","Difficulty","Dataset"
"arc_agi_1_eval","00576224",-6.45028502999322,"ARC-V1"
"arc_agi_1_eval","009d5c81",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","00dbd492",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","03560426",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","05a7bcf2",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","0607ce86",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","0692e18c",0.268045496684534,"ARC-V1"
"arc_agi_1_eval","070dd51e",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","08573cc6",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","0a1d4ef5",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","0a2355a6",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","0b17323b",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","0bb8deee",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","0becf7df",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","0c786b71",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","0c9aba6e",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","0e671a1a",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","0f63c0b9",0.268045496684536,"ARC-V1"
"arc_agi_1_eval","103eff5b",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","11e1fe23",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","12422b43",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","12997ef3",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","12eac192",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","136b0064",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","13713586",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","137f0df0",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","140c817e",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","15113be4",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","15663ba9",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","15696249",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","17b80ad2",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","17cae0c1",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","18419cfa",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","195ba7dc",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","1990f7a8",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","19bb5feb",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","1a2e2828",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","1a6449f1",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","1acc24af",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","1c02dbbe",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","1c0d0a4b",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","1c56ad9f",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","1d0a4b61",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","1d398264",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","1da012fc",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","1e81d6f9",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","1e97544e",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","2037f2c7",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","2072aba6",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","20818e16",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","20981f0e",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","21f83797",-2.39589187694348,"ARC-V1"
"arc_agi_1_eval","22a4bbc2",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","2546ccf6",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","256b0a75",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","2685904e",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","2697da3f",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","2753e76c",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","27a77e38",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","27f8ce4f",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","281123b4",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","292dd178",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","29700607",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","2a5f8217",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","2b01abd0",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","2c0b0aff",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","2c737e39",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","2f0c5170",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","310f3251",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","3194b014",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","319f2597",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","31adaf00",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","31d5ba1a",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","32e9702f",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","332efdb3",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","3391f8c0",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","33b52de3",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","3490cc26",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","34b99a2b",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","351d6448",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","358ba94e",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","37d3e8b2",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","3979b1a8",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","3a301edc",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","3b4c2228",0.268045496684534,"ARC-V1"
"arc_agi_1_eval","3d31c5b3",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","3ee1011a",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","3f23242b",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","40f6cd08",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","414297c0",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","423a55dc",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","42918530",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","42a15761",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","4364c1c4",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","456873bc",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","45737921",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","45bbe264",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","47996f11",5.8797340558379,"ARC-V1"
