item_id,gpcm_a,gpcm_location,dataset_key,task_id,graded_a,graded_location
arc_agi_1_eval__009d5c81,1.38102298871486,-1.51568215205464,arc_agi_1_eval,009d5c81,1.36943616708093,-2.14639572213296
arc_agi_1_eval__00dbd492,5.9668805230796,-0.818241647837918,arc_agi_1_eval,00dbd492,6.19841865931006,-1.45338359598265
arc_agi_1_eval__03560426,1.79973431800601,-0.0851323444367285,arc_agi_1_eval,03560426,2.28335745515361,-0.765777674725356
arc_agi_1_eval__0b17323b,3.15914059952299,-0.98699355871039,arc_agi_1_eval,0b17323b,3.18509195184156,-1.63489115216038
arc_agi_1_eval__0bb8deee,2.5990080449994,-0.978992744222626,arc_agi_1_eval,0bb8deee,4.60641576336104,-1.6376329953828
arc_agi_1_eval__0c786b71,2.36755007806927,-1.35754308778298,arc_agi_1_eval,0c786b71,3.34166557726734,-1.97458231290232
arc_agi_1_eval__0c9aba6e,2.09781537614341,-1.41985578980632,arc_agi_1_eval,0c9aba6e,2.65235622149195,-2.07479012676282
arc_agi_1_eval__0f63c0b9,3.88769301100591,-1.17781609039406,arc_agi_1_eval,0f63c0b9,4.28198262294952,-1.83882444583823
arc_agi_1_eval__12422b43,3.95658023045455,-1.17038515430717,arc_agi_1_eval,12422b43,5.35152260627805,-1.8150717565112
arc_agi_1_eval__12997ef3,2.77540388328522,-1.01099594341174,arc_agi_1_eval,12997ef3,3.78417875267958,-1.629645420199
arc_agi_1_eval__12eac192,4.93430367969625,-0.0669596699634774,arc_agi_1_eval,12eac192,8.2369466197372,-0.653999262421127
arc_agi_1_eval__13713586,2.63463794675329,0.0211228528762639,arc_agi_1_eval,13713586,4.737292931673,-0.569082353567574
arc_agi_1_eval__140c817e,27.7941578836831,-0.703510335412264,arc_agi_1_eval,140c817e,43.0097596976878,-1.34729536673878
arc_agi_1_eval__17b80ad2,1.76649752641304,-0.24187587775563,arc_agi_1_eval,17b80ad2,3.3855814368556,-0.959480809428083
arc_agi_1_eval__17cae0c1,1.6261262126095,-1.09923068439191,arc_agi_1_eval,17cae0c1,2.62407854962572,-1.7943624376183
arc_agi_1_eval__195ba7dc,27.7574008066927,-1.23446108066006,arc_agi_1_eval,195ba7dc,38.5297916752033,-1.89464096869784
arc_agi_1_eval__1990f7a8,6.86123465688426,-0.952086319253436,arc_agi_1_eval,1990f7a8,6.31665354051863,-1.57602414798272
arc_agi_1_eval__19bb5feb,39.6938725224324,-1.69535144221977,arc_agi_1_eval,19bb5feb,40.3652854838726,-2.29947081646893
arc_agi_1_eval__1a2e2828,1.64162168027704,-1.93651279416974,arc_agi_1_eval,1a2e2828,1.59510911961018,-2.59681034667918
arc_agi_1_eval__1a6449f1,0.822198933090242,-0.438135693414477,arc_agi_1_eval,1a6449f1,2.1572607600089,-1.10044662963645
arc_agi_1_eval__1c02dbbe,2.47600770827702,-0.553883636022262,arc_agi_1_eval,1c02dbbe,3.23096008501672,-1.22375540129201
arc_agi_1_eval__1c0d0a4b,0.928393237461071,-1.70575647610068,arc_agi_1_eval,1c0d0a4b,2.17192786318945,-2.41581473680667
arc_agi_1_eval__1d0a4b61,25.3909808186904,-1.77666206030241,arc_agi_1_eval,1d0a4b61,37.9541746038366,-2.40013273772828
arc_agi_1_eval__1d398264,16.7283866931178,-1.31383818069101,arc_agi_1_eval,1d398264,30.3422862957614,-1.95280954342658
arc_agi_1_eval__1e81d6f9,4.0719995676316,-1.31859086665359,arc_agi_1_eval,1e81d6f9,3.93748501055024,-1.94394157976258
arc_agi_1_eval__2037f2c7,0.83071868527704,0.848890707143768,arc_agi_1_eval,2037f2c7,1.01226573228106,0.498287968332046
arc_agi_1_eval__2072aba6,3.06740542269387,-1.37639940198268,arc_agi_1_eval,2072aba6,3.25002247240898,-2.02937590254294
arc_agi_1_eval__20981f0e,2.69157832592248,-0.595721967465577,arc_agi_1_eval,20981f0e,2.54136172837353,-1.18354748573164
arc_agi_1_eval__21f83797,5.13861784131737,-1.22526149951761,arc_agi_1_eval,21f83797,5.76955151715193,-1.90594638382002
arc_agi_1_eval__22a4bbc2,1.29177445199016,0.219887012831771,arc_agi_1_eval,22a4bbc2,1.47716248746174,-0.389553412142178
arc_agi_1_eval__32e9702f,3.16851286945084,-1.43429986291233,arc_agi_1_eval,32e9702f,3.04984843148897,-2.07820002510444
arc_agi_1_eval__50aad11f,2.40239492162499,-0.183491262833711,arc_agi_1_eval,50aad11f,4.16659722733083,-0.778920473256824
arc_agi_1_eval__97239e3d,7.47883883761344,-0.673064450100372,arc_agi_1_eval,97239e3d,7.37469787027275,-1.26784643041307
arc_agi_1_eval__981571dc,2.12973023563242,0.382077408200812,arc_agi_1_eval,981571dc,1.96032076517865,-0.154617198939462
arc_agi_1_eval__aa4ec2a5,1.61244970799928,0.650273878673956,arc_agi_1_eval,aa4ec2a5,1.7959351281656,0.336568033760892
arc_agi_1_eval__c62e2108,6.2872938914628,-0.318588473260317,arc_agi_1_eval,c62e2108,6.48400529737049,-0.909010504276684
arc_agi_1_eval__fe9372f3,11.1350813504678,-0.673709072019656,arc_agi_1_eval,fe9372f3,9.58381752588316,-1.29324654588622
arc_agi_2_eval__1818057f,3.47863618864081,-0.503289950362282,arc_agi_2_eval,1818057f,3.59981140158499,-1.05934912674412
arc_agi_2_eval__291dc1e1,1.6689467147729,0.970487199930168,arc_agi_2_eval,291dc1e1,2.54551253032373,0.490233811812815
arc_agi_2_eval__2ba387bc,3.36188179118536,-0.470144727928734,arc_agi_2_eval,2ba387bc,4.33527371954605,-1.09610012269473
arc_agi_2_eval__38007db0,1.21245549802085,-0.54338064607552,arc_agi_2_eval,38007db0,2.60270683473589,-1.18310031287525
arc_agi_2_eval__3e6067c3,1.64236908543658,-0.760370932805014,arc_agi_2_eval,3e6067c3,2.11190314273483,-1.45485973338492
arc_agi_2_eval__45a5af55,3.23233904873589,0.179929438144246,arc_agi_2_eval,45a5af55,5.26844183609163,-0.390924208554736
arc_agi_2_eval__4a21e3da,3.87766022411108,-0.0648284812440226,arc_agi_2_eval,4a21e3da,4.1773617997343,-0.539908216184296
arc_agi_2_eval__4c3d4a41,1.78631762151277,-0.24285260270739,arc_agi_2_eval,4c3d4a41,1.98678154297886,-0.727016452644797
