analysis,sample,predictor,predictor_label,orientation,candidate_metric,candidate_label,baseline_metric,n,baseline_corr,candidate_corr,candidate_spearman,delta_corr,delta_ci_low,delta_ci_high,p_value,q_value_bh,improves_raw_p_lt_0_05,improves_fdr_lt_0_05,worsens_raw_p_lt_0_05,worsens_fdr_lt_0_05
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,exact_any,Exact match (either stored attempt),logit_difficulty_all,17,0.5312094235709729,0.5311715287463614,0.5972978876157059,-3.789482461147298e-05,-0.0654124200941062,0.08566165426360381,0.98175,0.98725,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,adjacency_iou,Adjacency IoU,logit_difficulty_all,17,0.5312094235709729,0.44990591016774545,0.5098039215686275,-0.08130351340322745,-0.4823062269616984,0.33248962528519926,0.713,0.8742,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,soft_composite,Soft composite mean,logit_difficulty_all,17,0.5312094235709729,0.4387380357075458,0.5931372549019609,-0.09247138786342707,-0.4109037094792291,0.32551602123194306,0.6795,0.8648181818181818,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,cell_accuracy_padded,Padded cell accuracy,logit_difficulty_all,17,0.5312094235709729,0.42616182935062585,0.32107843137254904,-0.10504759422034704,-0.5452473881106151,0.3145734667029747,0.62625,0.8647258064516128,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,color_iou,Color multiset IoU,logit_difficulty_all,17,0.5312094235709729,0.4218194981390988,0.49754901960784315,-0.10938992543187409,-0.5271900163268154,0.3014023258776493,0.6195,0.8647258064516128,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,component_size_iou,Component-size IoU,logit_difficulty_all,17,0.5312094235709729,0.37043485227894085,0.5049019607843138,-0.16077457129203204,-0.41512201722460484,0.22942498502727535,0.4195,0.62925,False,False,False,False
llm_task_level,approved_arc2_overlap,difficulty_weighted,Human task difficulty,difficulty,shape_iou,Shape IoU,logit_difficulty_all,17,0.5312094235709729,-6.79966137029659e-05,0.07598039215686275,-0.5312774201846758,-0.96258274168351,0.03333112574226675,0.06425,0.27615,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,soft_composite,Soft composite mean,pass_rate_all,17,0.5405659285295044,0.5617469959950695,0.5567084152878549,0.02118106746556514,-0.46329040510025876,0.3451962523080311,0.98725,0.98725,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,exact_any,Exact match (either stored attempt),pass_rate_all,17,0.5405659285295044,0.5550407664497229,0.5910297092183507,0.01447483792021853,-0.043840618149944235,0.07506211727160052,0.679,0.8648181818181818,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,shape_iou,Shape IoU,pass_rate_all,17,0.5405659285295044,0.5536410517054177,0.04021370042711367,0.013075123175913306,-0.9527799711635028,0.33689565157964574,0.9065,0.9762307692307691,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,cell_accuracy_padded,Padded cell accuracy,pass_rate_all,17,0.5405659285295044,0.5014346438430783,0.3543832350139392,-0.039131284686426016,-0.580206883537185,0.32842076482322907,0.8175,0.9537500000000001,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,component_size_iou,Component-size IoU,pass_rate_all,17,0.5405659285295044,0.49540040895138937,0.4750243362952802,-0.04516551957811499,-0.3406826250273324,0.2170850866786194,0.7285,0.8742,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,adjacency_iou,Adjacency IoU,pass_rate_all,17,0.5405659285295044,0.49132174191720657,0.5152380367223939,-0.04924418661229779,-0.507888314971926,0.3857622752272302,0.8755,0.9762307692307691,False,False,False,False
llm_task_level,approved_arc2_overlap,human_solve_rate_weighted,Human solve rate,easiness,color_iou,Color multiset IoU,pass_rate_all,17,0.5405659285295044,0.39501682230787716,0.4800510488486694,-0.1455491062216272,-0.6287306800260205,0.31993756269471063,0.63825,0.8647258064516128,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,cell_accuracy_padded,Padded cell accuracy,logit_difficulty_all,17,0.05049458227619814,0.3971923282736308,0.42401960784313725,0.3466977459974327,-0.21303039689657913,0.9204222374497437,0.24125,0.4405434782608695,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,component_size_iou,Component-size IoU,logit_difficulty_all,17,0.05049458227619814,0.35812903932575724,0.4803921568627451,0.3076344570495591,-0.13825322472615612,0.8050426340840228,0.215,0.4219090909090909,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,soft_composite,Soft composite mean,logit_difficulty_all,17,0.05049458227619814,0.3305186280833278,0.45833333333333337,0.2800240458071297,-0.19076237145659947,0.8387977957752333,0.27125,0.4557,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,adjacency_iou,Adjacency IoU,logit_difficulty_all,17,0.05049458227619814,0.3209632589185894,0.4558823529411765,0.27046867664239127,-0.17723224818000657,0.7951283657818374,0.2605,0.4557,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,color_iou,Color multiset IoU,logit_difficulty_all,17,0.05049458227619814,0.28256594760217163,0.4607843137254902,0.2320713653259735,-0.2675560821660255,0.8150274594426092,0.417,0.62925,False,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,exact_any,Exact match (either stored attempt),logit_difficulty_all,17,0.05049458227619814,0.17072239342635015,0.24630840726420866,0.12022781115015202,0.02534232264622228,0.2040828947139264,0.013,0.14070000000000002,True,False,False,False
llm_task_level,approved_arc2_overlap,mean_duration_seconds_weighted,Mean human duration,difficulty,shape_iou,Shape IoU,logit_difficulty_all,17,0.05049458227619814,0.1201514217893535,0.04166666666666667,0.06965683951315535,-0.6930839282912228,0.7398046268616706,0.899,0.9762307692307691,False,False,False,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,exact_any,Exact match (either stored attempt),logit_difficulty_all,56,0.6405723103729972,0.5691087830084125,0.5932980647378577,-0.07146352736458472,-0.13358994793943058,0.021322293429281387,0.21225,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,component_size_iou,Component-size IoU,logit_difficulty_all,56,0.6405723103729972,0.5293824119823015,0.5126881868176238,-0.11118989839069571,-0.24856999212508235,0.020001664099490606,0.0975,0.34125000000000005,False,False,False,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,soft_composite,Soft composite mean,logit_difficulty_all,56,0.6405723103729972,0.5016195205058153,0.4561937149284476,-0.13895278986718196,-0.3053300278975455,0.007852643957504157,0.06575,0.27615,False,False,False,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,shape_iou,Shape IoU,logit_difficulty_all,56,0.6405723103729972,0.4728028865801874,0.4966200188066877,-0.16776942379280985,-0.38326950312218383,0.07195251412758207,0.167,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,color_iou,Color multiset IoU,logit_difficulty_all,56,0.6405723103729972,0.45156482481568955,0.31873408641164985,-0.18900748555730768,-0.455856691648449,-0.015954881296400204,0.03425,0.20550000000000002,False,False,True,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,cell_accuracy_padded,Padded cell accuracy,logit_difficulty_all,56,0.6405723103729972,0.4350620652946721,0.3277226200516095,-0.2055102450783251,-0.49089628741572017,-0.02035469112835467,0.03225,0.20550000000000002,False,False,True,False
llm_task_level,approved_eval_all,complexity_pc1_score,Complexity PC1,difficulty,adjacency_iou,Adjacency IoU,logit_difficulty_all,56,0.6405723103729972,0.41717597445723137,0.33138521480570077,-0.22339633591576585,-0.4448590266523995,-0.045033027125518356,0.01425,0.14070000000000002,False,False,True,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,shape_iou,Shape IoU,logit_difficulty_all,56,0.6199804895329302,0.5153494638853959,0.5203410805177366,-0.10463102564753424,-0.29040347664328836,0.05958125330117808,0.22075,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,component_size_iou,Component-size IoU,logit_difficulty_all,56,0.6199804895329302,0.4674764941315972,0.5799303919565804,-0.15250399540133297,-0.2600732590209146,0.03700991448619801,0.12625,0.3535,False,False,False,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,exact_any,Exact match (either stored attempt),logit_difficulty_all,56,0.6199804895329302,0.45506570105948996,0.6418385960404543,-0.1649147884734402,-0.21622868541786477,0.012073672128703533,0.12075,0.3535,False,False,False,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,soft_composite,Soft composite mean,logit_difficulty_all,56,0.6199804895329302,0.4260490208581986,0.5425817255248402,-0.19393146867473154,-0.3014149798788376,0.0034686732055568157,0.05525,0.27615,False,False,False,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,cell_accuracy_padded,Padded cell accuracy,logit_difficulty_all,56,0.6199804895329302,0.38575680540481116,0.3964704590446261,-0.234223684128119,-0.3986004375081303,-0.04429063800335923,0.01675,0.14070000000000002,False,False,True,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,color_iou,Color multiset IoU,logit_difficulty_all,56,0.6199804895329302,0.3554557114323387,0.3742391099781141,-0.2645247781005915,-0.4466906186826365,-0.08087385852075622,0.007,0.14070000000000002,False,False,True,False
llm_task_level,approved_eval_all,cyclomatic_complexity,Cyclomatic complexity,difficulty,adjacency_iou,Adjacency IoU,logit_difficulty_all,56,0.6199804895329302,0.3366619457193019,0.380658503946618,-0.28331854381362825,-0.43697935594464826,-0.1119620590252346,0.00275,0.1155,False,False,True,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,exact_any,Exact match (either stored attempt),logit_difficulty_all,56,0.4043245724799535,0.41484238130503986,0.3470586984165443,0.01051780882508635,-0.07884865915478044,0.11047855287755899,0.95325,0.98725,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,component_size_iou,Component-size IoU,logit_difficulty_all,56,0.4043245724799535,0.321052882977288,0.20978160578232022,-0.0832716895026655,-0.30759485862151664,0.05059548051035415,0.221,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,soft_composite,Soft composite mean,logit_difficulty_all,56,0.4043245724799535,0.28744404379158295,0.1308315390900492,-0.11688052868837057,-0.4132637526061357,0.05351305834188217,0.17975,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,color_iou,Color multiset IoU,logit_difficulty_all,56,0.4043245724799535,0.27647909716021574,0.10219077896532054,-0.12784547531973778,-0.4656574262436142,0.07611223685866145,0.2205,0.4219090909090909,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,shape_iou,Shape IoU,logit_difficulty_all,56,0.4043245724799535,0.23950805361946131,0.18439051505837867,-0.1648165188604922,-0.46029910542888786,0.15861256392501044,0.299,0.483,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,adjacency_iou,Adjacency IoU,logit_difficulty_all,56,0.4043245724799535,0.23009756947583038,0.09706580994974762,-0.17422700300412314,-0.463711153168575,0.03991986449753858,0.11625,0.3535,False,False,False,False
llm_task_level,approved_eval_all,log1p_elapsed_ms_total,log1p runtime,difficulty,cell_accuracy_padded,Padded cell accuracy,logit_difficulty_all,56,0.4043245724799535,0.20618917816040092,0.03393827542226197,-0.1981353943195526,-0.5945634547278053,0.02733483329933003,0.0855,0.32645454545454544,False,False,False,False
