pearson,spearman,n_items
0.36382032469050635,0.3990514877375262,107
0.41350238827538527,0.45561764567199775,106
0.4126342118386542,0.43770014669290014,99
0.3643505380736504,0.4384913155420589,106
0.46140065305989036,0.502879715430578,107
0.47622908385264695,0.49700972241237423,104
0.2765001816896324,0.31243014054643203,104
0.4677074922481425,0.4931199346352302,108
0.4014416536400576,0.4559186183386674,107
0.40702020264272415,0.43041149751662144,108
0.5049822181991522,0.5373427387730363,105
0.3581652834266149,0.3747204081579995,107
0.41634176082043095,0.4356592745840544,104
0.38389192477691964,0.41030892849291234,109
0.4798384975550319,0.4945178836400793,105
0.3441813336093603,0.36595992529565613,106
0.3664702960040944,0.39693269564748734,109
0.35899875317812,0.39209268012657444,106
0.3422998927074302,0.3631455076950656,107
0.36210901920555105,0.3867442424160297,105
0.43498995158614584,0.4547251887523093,105
0.4365207130428372,0.4794377395654959,107
0.39988465671211754,0.4289132240559632,107
0.39190871947273,0.44524686110704276,105
0.45634640212857885,0.47580175919737416,106
0.4175050330069572,0.43189070849389144,107
0.5495605296462012,0.6090707411362428,108
0.47865689242100046,0.4769176873198257,106
0.34947286362777075,0.38117328488773317,102
0.43154919903637345,0.44898220308141157,108
0.38189726758211695,0.42043084077524356,101
0.3764526786358053,0.38838326416588503,103
0.4090343439646317,0.44645520250831094,108
0.35902079367511364,0.3810976177603644,106
0.3208648106648321,0.3400520511618537,108
0.4363728612975643,0.4443351596408885,109
0.5138752309699309,0.5216710445985511,107
0.5042798338169684,0.5592896152911252,107
0.35052952933484166,0.39287890042367624,101
0.5206048807769288,0.5704146260116696,106
0.32269963106214006,0.3230603704286686,106
0.33618443677410376,0.35191730951972755,105
0.35377402450831763,0.3736832787845297,109
0.4818535082572892,0.5034774534452415,103
0.4664924580136704,0.47451909595723274,105
0.4582496081075667,0.49892729332096913,106
0.37397487545139285,0.38469861580932635,108
0.4290212675665415,0.4555936400782334,107
0.3529945077410533,0.38088553667326314,104
0.42382806748515484,0.4734578432222431,107
0.3400003204350684,0.3470036954671283,106
0.3815965686376925,0.41130162517768154,108
0.41022970845618467,0.455624585902611,107
0.3546376141787119,0.3795956196922012,106
0.3210767385801762,0.3750001220486906,108
0.4749823578357952,0.4981513917529247,107
0.42133672543244344,0.42728884765786446,104
0.4023830826479475,0.4071321931905279,104
0.43270272272877935,0.45522603565219183,107
0.4552199832467366,0.49415168798604286,106
0.3960453740024615,0.4221507619777702,109
0.42322499086729093,0.43752950525445505,107
0.3711866762583644,0.3908989398819852,104
0.3351428636524435,0.35935529065148414,108
0.444204320708252,0.4927873922045442,106
0.3479987537899416,0.40491285780351244,105
0.4524849666253958,0.4877755755410152,109
0.3363106693232453,0.3619086960963445,106
0.3218415371363944,0.3370979839132316,105
0.5145189819001127,0.5382802164127168,107
0.4163465616824439,0.45702850614405377,106
0.3020348296884045,0.3318245493718749,104
0.4543145288122968,0.5226885996336388,103
0.4102226286775521,0.4422043949251741,106
0.390645163761151,0.4149696456971618,107
0.4777423357673027,0.48173533898101334,109
0.4095547452412739,0.43553136088983185,105
0.3040344789404327,0.3307119579508751,107
0.4191937106110224,0.44573523941896426,103
0.3153811784394378,0.3563890907269074,107
0.3825876567416132,0.42057914158271803,108
0.46287050988017286,0.5026630340441992,105
0.4130054823238308,0.44352898326299006,107
0.36428395329035423,0.4037472292728808,105
0.3112101599888633,0.34707711841277317,105
0.5117111348203935,0.5410090895763437,108
