dataset_key,psychometric_dataset,task_id,latent_difficulty_prev_intersection22,solution_file,dataset_membership,variant_count,test_case_count_total,file_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,test_case_count,input_cells_total,output_cells_total,elapsed_ns_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,elapsed_ms_per_input_cell,opcode_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,complexity_pc1_score,complexity_ridge_train_pred,complexity_ridge_loo_pred,complexity_best_pcr_train_pred,complexity_best_pcr_loo_pred,complexity_best_pls_train_pred,complexity_best_pls_loo_pred,PC1,PC2,PC3,PC4,PC5,num_models_all,num_models_thinking,num_models_standard,pass_rate_all,fail_rate_all,logit_difficulty_all,response_sd_all,binary_entropy_bits,pass_rate_thinking,fail_rate_thinking,pass_rate_standard,fail_rate_standard,thinking_advantage,abs_thinking_advantage,thinking_logit_advantage,abs_thinking_logit_advantage,pc1_discrimination,item_total_corr,pc1_difficulty,pc1_difficulty_z,rasch_difficulty_all_models_pooled,rasch_infit,rasch_outfit,rasch_abs_z_infit,rasch_abs_z_outfit,rasch_abs_z_misfit,rasch_rmsea_x2,two_pl_difficulty_all_models,two_pl_discrimination,log1p_two_pl_discrimination,two_pl_max_info,log1p_two_pl_max_info,two_pl_info_theta0,log1p_two_pl_info_theta0,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity,arc1_non_llm_pass_rate,arc1_non_llm_logit_difficulty,arc1_non_llm_rasch_difficulty,arc1_non_llm_pc1_difficulty,arc1_non_llm_pc1_explained_variance,arc1_non_llm_profile_count,compress_rank_difficulty,pooled_non_llm_difficulty_z,pooled_llm_difficulty_z,arc2_non_llm_pass_rate,arc2_non_llm_logit_difficulty,arc2_non_llm_rasch_difficulty,arc2_non_llm_pc1_difficulty,arc2_non_llm_pc1_explained_variance,arc2_non_llm_profile_count,trm_first_fullsolve_step,trm_best_fractional_score,difficulty_weighted,mean_duration_seconds_weighted,human_attempts_total
arc_agi_1_eval,ARC-V1,00576224,-6.45028502999322,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\00576224.py,arc_agi_1_eval|arc_agi_2_train,2,2,1370,37,30,5,142,141,1,6,0,0,1,0,108,36.027,523,12,15,60,48,27,108,513.52785,19.2,9859.734724,ok,2,8,72,17938300,17.9383,8.96915,67,0,2,12957,9380,2.2422875,8.375,0.0,0.25,-8.683535521190725,-6.131035391575337,-3.944474026534824,-3.5723167034870533,-5.577803887615902,-5.059830138578066,-4.701629299191012,-8.683535521190725,0.6717201782295753,-2.60507196724436,1.6806334588511105,1.741222612878082,24,15,9,1.0,0.0,-3.8918202981106256,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4895482253187069,0.4895482253187069,,,,,,,,,,,,,,,,,,,4.219507705176107,0.0,1.0986122886681098,2.9411863266017484,2.2994953245719656,9.469468637009902,4.955827057601261,0.6931471805599453,1.0,-3.1354942159291506,-3.4797371853023624,-1.7229763199130375,0.5740752976252665,11.0,0.6931471805599453,-1.5946834530014196,-3.2445972371639913,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,009d5c81,-0.952403479063194,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\009d5c81.py,arc_agi_1_eval|arc_agi_2_train,2,2,2688,78,69,8,515,445,1,22,5,14,20,4,119,33.385,908,18,32,244,161,50,405,2285.761757,45.28125,103502.149553,ok,2,392,392,1669830700,1669.8307,834.91535,7683,1572,58,23671,16730,4.259772193877551,19.59948979591837,4.010204081632653,0.1479591836734693,-0.4175049746545823,1.301357428079477,1.9955223892204672,1.315858269941877,1.4037458653747323,1.8177703891018389,2.409070354936884,-0.4175049746545823,0.5132511233900041,-0.083362750261267,-0.8189259621777648,0.5634708946203161,24,15,9,0.625,0.375,-0.4895482253187058,0.4841229182759271,0.954434002924965,0.8666666666666667,0.1333333333333333,0.2222222222222222,0.7777777777777778,0.6444444444444445,0.6444444444444445,2.785011242238338,2.785011242238338,0.7765901742686934,0.7511226544287015,-3.0508256093881005,-0.7726227197452534,-1.9393632595723,0.769620825253201,0.422375180816436,0.575554405031084,0.254847761904128,0.575554405031084,0.0,-1.9551824687441,2.61518544120224,1.2851431519996763,1.7097987229690386,0.996874360166166,0.0406607238025162,0.0398558227770339,8.946895523888447,7.360739903058278,4.07753744390572,7.421076206885623,6.728527351977108,10.072048194080043,6.100318952020064,3.044522437723423,1.0,-3.1354942159291506,-3.4797371853023624,-1.7229763199130377,0.5740752976252665,11.0,0.6931471805599453,-1.5946834530014196,-0.40901831633215807,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,00dbd492,-0.532746932208858,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\00dbd492.py,arc_agi_1_eval|arc_agi_2_train,2,2,3795,109,89,10,708,669,4,26,6,21,33,5,82,33.817,1244,27,57,316,231,84,547,3496.59763,54.710526,191300.696666,ok,2,800,800,10680169700,10680.1697,5340.08485,44300,8677,836,1004613,985300,13.350212125,55.375,10.84625,1.045,2.824316948350253,2.178406605293535,2.652432729600926,2.3183913389371766,2.6015545419559247,2.247270949466377,2.698581598001628,2.824316948350253,1.4565648311343649,0.1526251523714701,1.5677904328789682,0.2437549834381816,24,15,9,0.5416666666666666,0.4583333333333333,-0.1603426500751795,0.4982608642958916,0.99498482818597,0.8,0.1999999999999999,0.1111111111111111,0.8888888888888888,0.6888888888888889,0.6888888888888889,3.0075667312009937,3.0075667312009937,0.7337859235229959,0.7181158536263884,-1.1634839336986968,-0.4681029529344027,-1.14155416270299,0.914789778960024,0.945227489465817,0.147968014749292,0.300037606921009,0.300037606921009,0.097469426288878,-1.57794512702706,2.14936848035824,1.147201950312298,1.1549462160893722,0.7677657655131119,0.1455202480114698,0.1358588988891684,10.698762529141884,9.068546366358296,6.729824070489475,9.276237628988948,8.583184066751683,13.82011394609586,6.507277712385012,3.5263605246161616,0.36363636363636365,0.5108256237659907,0.6802043639487328,0.1743231687600116,0.5740752976252665,11.0,7.53689712956617,0.10030804364839693,-0.1346462585399556,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,03560426,1.46017169826515,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\03560426.py,arc_agi_1_eval|arc_agi_2_train,2,2,3303,90,74,9,577,586,2,20,6,12,26,4,111,35.7,1245,25,51,265,198,76,463,2892.790439,48.529412,140385.41835,ok,2,200,200,2312116200,2312.1162,1156.0581,10585,2091,186,21907,15582,11.560581,52.925,10.455,0.93,0.5378405621194232,1.5198360954903845,1.533084971512159,0.9370226216265116,0.8738502529256957,2.265158850301426,2.3567047832002657,0.5378405621194232,1.2339572124180012,-1.3653732521807993,-0.1663800709880795,0.508160500763902,24,15,9,0.3333333333333333,0.6666666666666667,0.663294217410264,0.4714045207910317,0.9182958340544896,0.5333333333333333,0.4666666666666667,0.0,1.0,0.5333333333333333,0.5333333333333333,3.0696021221204464,3.0696021221204464,0.736007832800374,0.7403784809126578,3.4153454541197688,0.270684345309211,0.801082539551851,0.886280765794655,0.497437158409768,0.236573474497828,0.0308868828938682,0.236573474497828,0.0,-0.670586962912606,2.6518288750289,1.295228103756681,1.7580490956092605,1.01452358037629,0.8693954445822372,0.6256150869292254,9.267287652417933,7.645875825184813,5.231108616854587,7.746350898755988,7.053635942008951,9.994607145903611,6.375024819828097,3.295836866004329,0.0,3.1354942159291497,3.384429065110845,1.5315233229600191,0.5740752976252665,11.0,7.53689712956617,1.3203850365685657,0.5518030582382801,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,0b17323b,-2.39589187694347,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\0b17323b.py,arc_agi_1_eval|arc_agi_2_train,2,2,2334,64,53,6,327,329,1,9,1,8,11,3,97,35.469,895,23,33,145,109,56,254,1475.06815,37.984848,56030.24019,ok,2,450,450,786175700,786.1757,393.08785,2683,772,2,981799,975238,1.747057111111111,5.962222222222223,1.7155555555555555,0.0044444444444444,-2.1844295950592905,-1.6014456167861646,-1.348199402708899,0.2718117244609956,0.4716550394608281,-0.7543584162416372,-0.5973966143834772,-2.1844295950592905,-0.1309429442859006,1.440959845683707,0.4715046063146452,-0.2228374091585825,24,15,9,0.75,0.25,-1.0459685551826876,0.4330127018922193,0.8112781244591328,1.0,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,4.05302641289137,4.05302641289137,0.6792805178593267,0.6624188009972869,-5.503977476634515,-1.1684351177799688,-3.24995041329288,0.742361664926657,0.368718262038577,0.613812361162856,0.672721036851908,0.672721036851908,0.0,-2.62993185025354,3.40434250140781,1.48259098636503,2.8973869667228964,1.3603063200469847,0.0014984204498064,0.0014972989380752,7.895063498091573,6.650279048587422,1.0986122886681098,6.668451476359151,5.976573853987067,13.797142900606088,5.799092654460526,2.4849066497880004,0.2727272727272727,0.8873031950009027,1.1265234381134595,0.5232688448373082,0.5740752976252665,11.0,2.1972245773362196,0.27531361364137463,-0.8727595235983583,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,0bb8deee,-0.952403479063194,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\0bb8deee.py,arc_agi_1_eval|arc_agi_2_train,2,2,4115,96,81,11,628,610,2,27,7,15,26,3,165,41.865,1255,22,41,287,211,63,498,2976.685402,56.609756,168509.434581,ok,2,364,72,1946950700,1946.9507,973.47535,9006,1999,292,22445,16496,5.34876565934066,24.74175824175824,5.491758241758242,0.8021978021978022,0.5384527362137145,0.4558882424417294,0.807490555614125,0.5010809846640897,0.5980791631551907,0.676793630648979,1.1183084092581668,0.5384527362137145,0.5628307178231298,-1.7553817371762663,-0.1212917161555128,-0.1008370096624811,24,15,9,0.5833333333333334,0.4166666666666666,-0.3227733922630508,0.4930066485916347,0.9798687566511528,0.8,0.1999999999999999,0.2222222222222222,0.7777777777777778,0.5777777777777778,0.5777777777777778,2.371577964480997,2.371577964480997,0.7969768313209825,0.7773915353226359,-2.1847314036704293,-0.6328797103269747,-1.53513015398523,0.717943205739114,0.358702920479251,0.789385468717265,0.451911446934962,0.789385468717265,0.0,-1.73527128104637,3.00899937187627,1.3885416769819514,2.263519304987947,1.182806154500167,0.0483646952707432,0.0472315170343489,9.105757331783742,7.600902459542082,5.680172609017068,7.574533175874014,6.881899223604602,10.018867703576202,6.415096959171596,3.295836866004329,0.6363636363636364,-0.5108256237659907,-0.6088280467916497,-0.8154620548223971,0.5740752976252665,11.0,7.53689712956617,-0.3746064600812505,-0.2700220247305294,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,0c786b71,-1.87305588525316,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\0c786b71.py,arc_agi_1_eval|arc_agi_2_train,2,2,1388,36,29,5,147,129,1,6,0,3,4,1,108,37.556,569,14,17,62,44,31,106,525.144809,18.117647,9514.388302,ok,2,24,96,33978400,33.9784,16.9892,135,21,2,12809,8914,1.4157666666666666,5.625,0.875,0.0833333333333333,-6.968074598960855,-3.994998553205592,-5.366400630884039,-2.702665788390948,-2.8809350164785514,-3.744036359634905,-4.765807037348868,-6.968074598960855,0.3613190122145284,-1.3606064683346413,0.4317414254388133,0.879824530541697,24,15,9,0.6666666666666666,0.3333333333333333,-0.6632942174102644,0.4714045207910317,0.9182958340544896,0.9333333333333332,0.0666666666666666,0.2222222222222222,0.7777777777777778,0.7111111111111111,0.7111111111111111,3.3672958299864737,3.3672958299864737,0.6841556076984675,0.6816032541997536,-3.738984158505152,-0.8836560761349865,-2.35781827854529,0.983068676775982,0.538854576517373,0.0790392157319608,0.0827545878944083,0.0827545878944083,0.0,-2.20531685185593,2.04202719762479,1.1125241345021923,1.0424687689598382,0.7141592570401801,0.0451640602658575,0.0441738685639954,4.912654885736052,3.091042453358316,1.0986122886681098,3.554730728121232,2.889771577824132,9.45798139489078,4.867534450455582,1.6094379124341005,0.36363636363636365,0.5108256237659907,0.6802053468542417,0.24411749196300858,0.5740752976252665,11.0,7.53689712956617,0.10030804364839693,-0.553824628764882,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,0c9aba6e,-0.532746932208858,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\0c9aba6e.py,arc_agi_1_eval|arc_agi_2_train,2,2,1679,55,45,7,293,263,1,17,1,9,12,3,101,29.527,615,19,24,135,84,43,219,1188.351981,33.25,39512.703378,ok,2,104,48,258779400,258.7794,129.3897,1142,182,36,15913,11354,2.4882634615384616,10.98076923076923,1.75,0.3461538461538461,-3.300403357229297,-2.39555978304976,-3.020227621177307,-1.2470106317036784,-1.2979888018014794,-2.658961121276226,-3.258521164703641,-3.300403357229297,0.2873706356427713,-1.3275098677706243,-0.6162396058267537,0.0528174708637559,24,15,9,0.5416666666666666,0.4583333333333333,-0.1603426500751795,0.4982608642958916,0.99498482818597,0.8666666666666667,0.1333333333333333,0.0,1.0,0.8666666666666667,0.8666666666666667,4.630837932736669,4.630837932736669,0.8774713552188552,0.8435732788464813,-1.4836476319570335,-0.5197608885327967,-1.14155416270299,0.437066791481574,0.230323850388897,2.03344038781382,0.744329271229233,2.03344038781382,0.0,-1.49927933261991,60.6848734589608,4.12203873811435,920.6634666825212,6.826180153328433,0.0,0.0,7.04141166379481,5.209486152841421,3.610917912644224,5.559832809329847,4.870527658642796,9.67495450393748,5.575949103146316,2.5649493574615367,0.2727272727272727,0.8873031950009027,1.1265234508153437,0.5417380993776112,0.5740752976252665,11.0,7.53689712956617,0.27531361364137463,-0.1346462585399556,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,0f63c0b9,0.268045496684536,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\0f63c0b9.py,arc_agi_1_eval|arc_agi_2_train,2,2,3208,76,66,10,478,461,1,15,3,11,17,4,105,41.211,1110,24,33,220,156,57,376,2193.166645,56.727273,124412.362426,ok,2,450,450,809914400,809.9144,404.9572,3980,1058,10,983235,976490,1.7998097777777775,8.844444444444445,2.351111111111111,0.0222222222222222,-0.7350629419401984,0.3596832912130987,0.3774076565384985,1.3965290410850597,1.428264445976672,0.8894055445562005,0.9254828925869356,-0.7350629419401984,-0.4872684301756319,1.0435983828561082,0.0714391687026144,0.0054514638964818,24,15,9,0.4583333333333333,0.5416666666666667,0.1603426500751794,0.4982608642958916,0.99498482818597,0.7333333333333333,0.2666666666666667,0.0,1.0,0.7333333333333333,0.7333333333333333,3.8827086177593695,3.8827086177593695,0.8679286829905827,0.8446124806079658,0.5338523052707635,-0.1942402801876758,-0.370786576625411,0.514277860139844,0.270577675354114,1.67373733828448,0.405975944203585,1.67373733828448,0.0,-1.18998447985395,5.3000831189432,1.8405628267935012,7.02272026692667,2.0822775497703865,0.0510364469048241,0.0497767696045002,8.289288323000317,6.965080345601407,2.3978952727983707,6.698162499839454,6.006247735325577,13.7986044516979,6.135564891081739,2.8903717578961645,0.8181818181818182,-1.33500106673234,-1.6491189836693623,-1.1000583722270778,0.5740752976252665,11.0,0.6931471805599453,-0.7577243512677665,0.13262468801335406,,,,,,,,,,,
arc_agi_1_eval,ARC-V1,12422b43,-2.39589187694347,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\12422b43.py,arc_agi_1_eval|arc_agi_2_train,2,2,1525,42,36,5,198,181,1,8,2,6,9,3,84,35.31,595,16,23,86,62,39,148,782.239528,21.565217,16869.165482,ok,2,140,140,184101700,184.1017,92.05085,627,126,38,16287,11430,1.3150121428571429,4.478571428571429,0.9,0.2714285714285714,-4.442575206672706,-2.124850042861791,-2.04800473443592,-1.1572303144377438,-1.1363972334022572,-1.9534810670500813,-1.757795044340222,-4.442575206672706,0.3050408762001691,-0.2296442889529603,-0.1796261360507726,0.4455410876048464,24,15,9,0.7083333333333334,0.2916666666666666,-0.8472978603872034,0.4545296714431547,0.8708644692353646,1.0,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.7777777777777778,4.532599493153256,4.532599493153256,0.7570815532600191,0.744888535608825,-4.984089824756225,-1.0845520198984004,-2.79359363252778,0.360052060112101,0.178593633502977,2.13944891335502,0.575820632033465,2.13944891335502,0.0,-2.39497802521905,30.316419350547,3.4441425398918577,229.7713205595552,5.441427265905779,0.0,0.0,6.442540166468199,4.844187086458591,3.6635616461296463,5.22090540376202,4.533146117920261,9.69818391935025,5.204006687076795,2.302585092994046,0.5454545454545454,-0.16705408466316607,-0.165857714884431,-0.48824740278432854,0.5740752976252665,11.0,7.53689712956617,-0.21480428660591847,-0.7071800454448652,,,,,,,,,,,
