"item","outfit","z.outfit","infit","z.infit","X2","df.X2","RMSEA.X2","p.X2"
"arc_agi_1_eval__009d5c81",0.422375180816436,-0.254847761904128,0.769620825253201,-0.575554405031084,4.3996827662528,9,0,0.883195240943953
"arc_agi_1_eval__00dbd492",0.945227489465817,0.300037606921009,0.914789778960024,-0.147968014749292,12.4201040619899,9,0.097469426288878,0.19064824727582
"arc_agi_1_eval__03560426",0.497437158409768,0.0308868828938682,0.886280765794655,-0.236573474497828,5.31435596347936,9,0,0.806089383572547
"arc_agi_1_eval__05a7bcf2",0.15189196463004,-0.518091174356261,0.492578134617527,-1.09477228789036,1.33381773928178,9,0,0.99820210644478
"arc_agi_1_eval__0607ce86",11.6261700174336,3.15575181312419,1.59096300888298,1.44026318021875,249.325470434774,9,0.817050029807053,1.38471944576455e-48
"arc_agi_1_eval__0692e18c",0.536946190474253,-0.0154287595711146,0.940577102339818,-0.0701172377816731,5.15802724233818,9,0,0.820320711652825
"arc_agi_1_eval__070dd51e",2.9161791751172,1.55640731258669,1.93031476158427,2.23670077055941,53.7456961443459,9,0.352552975311457,2.11002998939422e-08
"arc_agi_1_eval__08573cc6",0.15189196463004,-0.518091174356261,0.492578134617527,-1.09477228789036,1.33381773928178,9,0,0.99820210644478
"arc_agi_1_eval__0a1d4ef5",0.559619460865584,0.0111172545869294,0.781006599061751,-0.5987344507684,6.17834326108401,9,0,0.721944765629096
"arc_agi_1_eval__0a2355a6",0.291006151745707,-0.625198749426255,0.797028764501015,-0.390237101133311,1.1672967593994,9,0,0.998945163928871
"arc_agi_1_eval__0b17323b",0.368718262038577,-0.672721036851908,0.742361664926657,-0.613812361162856,2.73504862089254,9,0,0.973880272699942
"arc_agi_1_eval__0bb8deee",0.358702920479251,-0.451911446934962,0.717943205739114,-0.789385468717265,4.82426542860908,9,0,0.849350462054509
"arc_agi_1_eval__0becf7df",0.404958922144207,-0.315778600492643,0.760888650112129,-0.672333547339103,2.23956922514651,9,0,0.987088009815266
"arc_agi_1_eval__0c786b71",0.538854576517373,-0.0827545878944083,0.983068676775982,0.0790392157319608,6.67690438494095,9,0,0.670717299852961
"arc_agi_1_eval__0c9aba6e",0.230323850388897,-0.744329271229233,0.437066791481574,-2.03344038781382,3.66231914628818,9,0,0.932200797455733
"arc_agi_1_eval__0e671a1a",1.28438691267939,0.655969452412919,1.4998034974001,1.3893047533641,6.56307381993152,9,0,0.682505546594763
"arc_agi_1_eval__0f63c0b9",0.270577675354114,-0.405975944203585,0.514277860139844,-1.67373733828448,3.61688692748351,9,0,0.934773811242895
"arc_agi_1_eval__103eff5b",0.833356712494657,0.346335997140401,1.08493951118733,0.356344866124171,11.5052361835773,9,0.0834205574113826,0.242659435432635
"arc_agi_1_eval__11e1fe23",0.378279878354196,-0.115742370126211,0.898149066288917,-0.117149140623481,2.68505269966244,9,0,0.97548574579267
"arc_agi_1_eval__12422b43",0.178593633502977,-0.575820632033465,0.360052060112101,-2.13944891335502,2.7294269193502,9,0,0.974063971134979
"arc_agi_1_eval__12997ef3",0.619057348092899,-0.386814516428506,0.767154865480091,-0.583709683752575,6.00951789273637,9,0,0.738965322356311
"arc_agi_1_eval__12eac192",0.273240162351417,-0.961036813387662,0.529436875251431,-1.5833514644895,4.70952445741171,9,0,0.858859183225853
"arc_agi_1_eval__136b0064",0.890043618143157,0.390610617990688,0.937484898826846,0.0389445142883225,9.5938085220162,9,0.0406136444647813,0.384357442000224
"arc_agi_1_eval__13713586",0.281167200566103,-0.26020575485972,0.646023084190002,-1.05619302456983,1.72407900099243,9,0,0.995118162308249
"arc_agi_1_eval__137f0df0",0.316773045016841,-0.257386629148147,0.603234086118748,-1.27102364597884,2.52561911440775,9,0,0.98018654943778
"arc_agi_1_eval__140c817e",0.218698410865894,-0.51020927305425,0.398611514951134,-2.25943722342307,3.61688692748352,9,0,0.934773811242895
"arc_agi_1_eval__15113be4",0.0970530125528986,-0.675070561406965,0.411559232779021,-0.997579027049996,0.6112212032309,9,0,0.999928174247631
"arc_agi_1_eval__15663ba9",1.84925398729135,0.9538692276686,1.19868944461846,0.505806547091959,21.438674524934,9,0.18588134301315,0.0108387986564373
