dataset_key,task_id,num_models_all,num_models_thinking,num_models_standard,exact_current_mean_all,exact_current_mean_thinking,exact_current_mean_standard,exact_current_gap_thinking,exact_current_difficulty_logit,exact_any_mean_all,exact_any_mean_thinking,exact_any_mean_standard,exact_any_gap_thinking,exact_any_difficulty_logit,cell_accuracy_padded_mean_all,cell_accuracy_padded_mean_thinking,cell_accuracy_padded_mean_standard,cell_accuracy_padded_gap_thinking,cell_accuracy_padded_difficulty_logit,shape_iou_mean_all,shape_iou_mean_thinking,shape_iou_mean_standard,shape_iou_gap_thinking,shape_iou_difficulty_logit,color_iou_mean_all,color_iou_mean_thinking,color_iou_mean_standard,color_iou_gap_thinking,color_iou_difficulty_logit,component_size_iou_mean_all,component_size_iou_mean_thinking,component_size_iou_mean_standard,component_size_iou_gap_thinking,component_size_iou_difficulty_logit,adjacency_iou_mean_all,adjacency_iou_mean_thinking,adjacency_iou_mean_standard,adjacency_iou_gap_thinking,adjacency_iou_difficulty_logit,soft_composite_mean_all,soft_composite_mean_thinking,soft_composite_mean_standard,soft_composite_gap_thinking,soft_composite_difficulty_logit
arc_agi_1_eval,00576224,24,15,9,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018,1.0,1.0,1.0,0.0,-13.815509557935018
arc_agi_1_eval,009d5c81,24,15,9,0.625,0.8666666666666667,0.2222222222222222,0.6444444444444445,-0.5108256237659907,0.7916666666666666,0.9333333333333333,0.5555555555555556,0.37777777777777777,-1.33500106673234,0.9710884353741497,0.991156462585034,0.937641723356009,0.053514739229024944,-3.514175865599795,1.0,1.0,1.0,0.0,-13.815509557935018,0.9492650545282123,0.9843843843843844,0.8907328381012591,0.09365154628312522,-2.9290731254132574,0.9009259259259258,0.9733333333333333,0.7802469135802469,0.19308641975308638,-2.2075552477240974,0.9273588905190385,0.9777269260106789,0.843412164699638,0.13431476131104092,-2.5468096354370258,0.9497276612694653,0.9853202212626861,0.8904067279474306,0.09491349331525556,-2.93872027114156
arc_agi_1_eval,00dbd492,24,15,9,0.5416666666666666,0.8,0.1111111111111111,0.6888888888888889,-0.16705408466316607,0.5416666666666666,0.8,0.1111111111111111,0.6888888888888889,-0.16705408466316607,0.9398958333333333,0.9961666666666668,0.8461111111111113,0.1500555555555555,-2.7496898854864,1.0,1.0,1.0,0.0,-13.815509557935018,0.9241146729522122,0.9924780395368631,0.8101757286444604,0.18230231089240267,-2.499612822683473,0.8302670105036677,0.9631746031746033,0.6087543560521081,0.3544202471224952,-1.5875207961936437,0.9055045037090151,0.9880856690502288,0.7678692281403259,0.2202164409099029,-2.2599400759696864,0.9199564040996456,0.9879809956856725,0.806582084789601,0.18139891089607152,-2.4417548470744217
arc_agi_1_eval,03560426,24,15,9,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.6931471805599455,0.4166666666666667,0.6666666666666666,0.0,0.6666666666666666,0.33647223662121273,0.8720833333333333,0.9333333333333333,0.77,0.16333333333333333,-1.9195059748588024,1.0,1.0,1.0,0.0,-13.815509557935018,0.971648539578605,0.9869532355862657,0.9461407128991708,0.0408125226870949,-3.534315611448071,0.5353670634920635,0.7317195767195768,0.20811287477954143,0.5236067019400353,-0.1417049016162159,0.9250057381833986,0.9584146241241293,0.8693242616155147,0.08909036250861457,-2.5123883394373383,0.8608209349174801,0.922084153952661,0.7587155698588454,0.1633685840938156,-1.8221251673477485
arc_agi_1_eval,0b17323b,24,15,9,0.75,1.0,0.3333333333333333,0.6666666666666667,-1.0986122886681098,0.75,1.0,0.3333333333333333,0.6666666666666667,-1.0986122886681098,0.9975925925925927,1.0,0.9935802469135803,0.006419753086419733,-6.02679456521904,1.0,1.0,1.0,0.0,-13.815509557935018,0.9988938053097346,1.0,0.9970501474926253,0.002949852507374673,-6.805722553417059,0.9523809523809524,1.0,0.873015873015873,0.12698412698412698,-2.995732273553992,0.9976415094339623,1.0,0.9937106918238994,0.0062893081761006275,-6.047372179046314,0.9893017719434484,1.0,0.9714713918491955,0.02852860815080449,-4.526921287873013
arc_agi_1_eval,0bb8deee,24,15,9,0.5833333333333334,0.8,0.2222222222222222,0.5777777777777778,-0.33647223662121306,0.625,0.8666666666666667,0.2222222222222222,0.6444444444444445,-0.5108256237659907,0.8616071428571428,0.9711640211640212,0.6790123456790123,0.292151675485009,-1.8287029844197387,0.9880952380952381,0.9904761904761905,0.9841269841269842,0.006349206349206327,-4.418840607796602,0.930457384653295,0.9868725868725868,0.8364320476211416,0.15044053925144518,-2.5937365415881013,0.8189768901885269,0.9762845849802372,0.5567973988690101,0.41948718611122704,-1.5094311647148901,0.8740357321485822,0.9783354783354784,0.7002028218370886,0.2781326564983898,-1.9371229800331768,0.8946344775885571,0.9806265723657027,0.7513143196266474,0.2293122527390553,-2.138979759177243
arc_agi_1_eval,0c786b71,24,15,9,0.6666666666666666,0.9333333333333333,0.2222222222222222,0.7111111111111111,-0.6931471805599451,0.6666666666666666,0.9333333333333333,0.2222222222222222,0.7111111111111111,-0.6931471805599451,0.8579545454545455,0.9666666666666667,0.6767676767676769,0.28989898989898977,-1.7984040119467242,1.0,1.0,1.0,0.0,-13.815509557935018,0.9899999999999999,1.0,0.9733333333333333,0.026666666666666727,-4.595119850134578,0.7920648795648796,0.9487179487179487,0.5309764309764309,0.4177415177415178,-1.3374171970429507,0.9084028617150377,0.9738562091503268,0.799313949322889,0.17454225982743776,-2.2942879307456776,0.9096844573468924,0.9778481649069884,0.796078278080066,0.1817698868269224,-2.3097882211950345
arc_agi_1_eval,0c9aba6e,24,15,9,0.5416666666666666,0.8666666666666667,0.0,0.8666666666666667,-0.16705408466316607,0.5833333333333334,0.9333333333333333,0.0,0.9333333333333333,-0.33647223662121306,0.8659188034188036,0.9944444444444444,0.6517094017094017,0.3427350427350426,-1.8653455826038934,0.9775641025641025,1.0,0.9401709401709402,0.05982905982905984,-3.7744016275520966,0.9331481481481481,0.9897435897435898,0.8388224121557456,0.15092117758784418,-2.636084970347716,0.7726547270955165,0.9600000000000001,0.4604126055880442,0.4995873944119559,-1.2233623947866006,0.9090500330875401,0.9844961240310077,0.7833065481817609,0.2011895758492468,-2.302090593398379,0.8916671628628222,0.9857368316438084,0.7348843815611785,0.2508524500826299,-2.107884613764579
arc_agi_1_eval,0f63c0b9,24,15,9,0.4583333333333333,0.7333333333333333,0.0,0.7333333333333333,0.16705408466316643,0.5,0.8,0.0,0.8,0.0,0.9598148148148149,0.9958518518518519,0.8997530864197532,0.09609876543209872,-3.1732419646492493,1.0,1.0,1.0,0.0,-13.815509557935018,0.9483999524970113,0.9941673239328241,0.87212100010399,0.12204632382883418,-2.9112537110160948,0.7393939393939394,0.9090909090909091,0.4565656565656566,0.45252525252525244,-1.0428209290396941,0.9424963354316503,0.9937577146887674,0.8570607033364555,0.13669701135231194,-2.7966833537824236,0.9180210084274832,0.9785735599128704,0.817100089285171,0.16147347062769946,-2.4157572612517124
arc_agi_1_eval,12422b43,24,15,9,0.7083333333333334,1.0,0.2222222222222222,0.7777777777777778,-0.8873031950009029,0.7083333333333334,1.0,0.2222222222222222,0.7777777777777778,-0.8873031950009029,0.9630952380952381,1.0,0.9015873015873015,0.09841269841269851,-3.261811712573346,1.0,1.0,1.0,0.0,-13.815509557935018,0.9675925925925926,1.0,0.9135802469135802,0.0864197530864198,-3.3964241029094966,0.8968253968253969,1.0,0.7248677248677249,0.2751322751322751,-2.162438461250804,0.9477350246499633,1.0,0.8606267323999021,0.13937326760009794,-2.897748493971627,0.9550496504326381,1.0,0.8801324011537018,0.11986759884629816,-3.056204791419237
arc_agi_1_eval,12997ef3,24,15,9,0.625,0.9333333333333333,0.1111111111111111,0.8222222222222222,-0.5108256237659907,0.625,0.9333333333333333,0.1111111111111111,0.8222222222222222,-0.5108256237659907,0.8720196759259259,0.9916666666666667,0.6726080246913582,0.31905864197530853,-1.9189354538571772,0.9078261008704557,0.9916666666666667,0.7680918245434375,0.2235748421232292,-2.2873758406102365,0.9194177350427349,0.9916666666666667,0.799002849002849,0.19266381766381768,-2.4344619854370797,0.786546058108558,0.9928571428571428,0.4426942501942502,0.5501628926628925,-1.3042302010835953,0.8587001407550671,0.9912280701754386,0.6378202583877811,0.35340781178765746,-1.8045354880483362,0.8689019421405484,0.9918170426065163,0.6640434413639351,0.32777360124258115,-1.8912847025461021
arc_agi_1_eval,12eac192,24,15,9,0.375,0.6,0.0,0.6,0.5108256237659907,0.4166666666666667,0.6666666666666666,0.0,0.6666666666666666,0.33647223662121273,0.890625,0.95625,0.78125,0.17500000000000004,-2.097141118779237,1.0,1.0,1.0,0.0,-13.815509557935018,0.8793404513616824,0.9471800183123434,0.766274506443914,0.1809055118684294,-1.986199207144873,0.7730962464259878,0.8994673908467014,0.5624776723914654,0.33698971845523595,-1.2258776165853038,0.8047647648871182,0.9170616452041717,0.6176032976920289,0.29945834751214273,-1.4163448517433237,0.8695652925349577,0.9439918108726434,0.7455210953054818,0.19847071556716156,-1.8971206474025875
arc_agi_1_eval,13713586,24,15,9,0.25,0.4,0.0,0.4,1.0986122886681098,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.6931471805599455,0.652046783625731,0.8884990253411307,0.257959714100065,0.6305393112410657,-0.6280482783485895,1.0,1.0,1.0,0.0,-13.815509557935018,0.7293944664960756,0.9302643751181524,0.394611285459281,0.5356530896588714,-0.9915525274237329,0.45999579124579126,0.7061952861952862,0.04966329966329966,0.6565319865319865,0.16035959354160972,0.6931767060456021,0.9064210829350979,0.3377694112297758,0.5686516717053222,-0.8150129616182635,0.70692274948264,0.8862759539179333,0.4080007420904843,0.47827521182744903,-0.8804851667876259
arc_agi_1_eval,140c817e,24,15,9,0.4583333333333333,0.7333333333333333,0.0,0.7333333333333333,0.16705408466316643,0.5,0.8,0.0,0.8,0.0,0.8565051020408164,0.9897959183673469,0.6343537414965986,0.3554421768707483,-1.7865607943188182,1.0,1.0,1.0,0.0,-13.815509557935018,0.8869882952630075,0.9889298069411896,0.7170857757993704,0.2718440311418192,-2.0603403912607536,0.7229469164138039,0.9452927927927929,0.35237045578215587,0.592922337010637,-0.9591266728597327,0.8463548363284917,0.9790780300942394,0.6251495133855792,0.3539285167086602,-1.7062928881413688,0.862559030009224,0.9806193096391138,0.6657918972927409,0.3148274123463729,-1.8367090713848953
arc_agi_1_eval,17b80ad2,24,15,9,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.6931471805599455,0.3333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.6931471805599455,0.8033448673587081,0.9153402537485583,0.6166858900422915,0.29865436370626686,-1.4073324964962886,1.0,1.0,1.0,0.0,-13.815509557935018,0.7965585734014509,0.8996534830309527,0.6247337240189483,0.2749197590120044,-1.3649225316598663,0.6378878773635365,0.8150895276225888,0.34255179359844923,0.47253773402413957,-0.5662086321820912,0.7371266392227049,0.8679346985358162,0.5191132070341858,0.34882149150163033,-1.0310873098700866,0.7949835914692801,0.8996035925875832,0.620616922938775,0.27898666964880814,-1.3552314572315312
arc_agi_1_eval,17cae0c1,24,15,9,0.5833333333333334,0.8666666666666667,0.1111111111111111,0.7555555555555555,-0.33647223662121306,0.75,1.0,0.3333333333333333,0.6666666666666667,-1.0986122886681098,0.8888888888888888,1.0,0.7037037037037037,0.2962962962962963,-2.0794415416798353,1.0,1.0,1.0,0.0,-13.815509557935018,0.85,1.0,0.6000000000000001,0.3999999999999999,-1.7346010553881062,0.8163690476190476,1.0,0.5103174603174604,0.4896825396825396,-1.4919384670322153,0.8336257309941519,1.0,0.5563352826510721,0.4436647173489279,-1.6115446547863403,0.8777767335004176,1.0,0.6740712893344472,0.32592871066555285,-1.971542845933883
arc_agi_1_eval,195ba7dc,24,15,9,0.7083333333333334,1.0,0.2222222222222222,0.7777777777777778,-0.8873031950009029,0.7083333333333334,1.0,0.2222222222222222,0.7777777777777778,-0.8873031950009029,0.9002136752136751,1.0,0.733903133903134,0.266096866096866,-2.1996010043101184,0.9775641025641025,1.0,0.9401709401709402,0.05982905982905984,-3.7744016275520966,0.9412624851429406,1.0,0.8433666270478415,0.1566333729521585,-2.7741434260853866,0.7846320346320347,1.0,0.42568542568542567,0.5743145743145743,-1.2928668301301827,0.9068995885344263,1.0,0.751732236091804,0.24826776390819605,-2.2763531328658626,0.9021143772174359,1.0,0.738971672579829,0.261028327420171,-2.2209416334356766
arc_agi_1_eval,1990f7a8,24,15,9,0.4166666666666667,0.6666666666666666,0.0,0.6666666666666666,0.33647223662121273,0.4166666666666667,0.6666666666666666,0.0,0.6666666666666666,0.33647223662121273,0.8656462585034014,0.9551020408163264,0.7165532879818595,0.23854875283446697,-1.8630001640835014,1.0,1.0,1.0,0.0,-13.815509557935018,0.9617675857060576,0.9876543209876544,0.9186230269033965,0.0690312940842579,-3.225089129046042,0.7460829870316763,0.8920847268673355,0.5027467539722442,0.3893379728950913,-1.0778293436499782,0.9374566135447475,0.9752225982192143,0.8745133057539697,0.10070929246524463,-2.707309978695434,0.9021906889571764,0.9620127373781061,0.802487274922294,0.15952546245581212,-2.2218061270995713
arc_agi_1_eval,19bb5feb,24,15,9,0.9166666666666666,1.0,0.7777777777777778,0.2222222222222222,-2.3978952727983702,0.9166666666666666,1.0,0.7777777777777778,0.2222222222222222,-2.3978952727983702,0.9375,1.0,0.8333333333333334,0.16666666666666663,-2.70805020110221,1.0,1.0,1.0,0.0,-13.815509557935018,0.9444444444444443,1.0,0.8518518518518517,0.14814814814814825,-2.8332133440562135,0.9472222222222223,1.0,0.8592592592592592,0.14074074074074083,-2.887443498117078,0.9166666666666666,1.0,0.7777777777777778,0.2222222222222222,-2.3978952727983702,0.9491666666666667,1.0,0.8644444444444445,0.13555555555555554,-2.927032099273872
arc_agi_1_eval,1a2e2828,24,15,9,0.7916666666666666,1.0,0.4444444444444444,0.5555555555555556,-1.33500106673234,0.875,1.0,0.6666666666666666,0.33333333333333337,-1.9459101490553135,0.875,1.0,0.6666666666666666,0.33333333333333337,-1.9459101490553135,1.0,1.0,1.0,0.0,-13.815509557935018,0.875,1.0,0.6666666666666666,0.33333333333333337,-1.9459101490553135,0.875,1.0,0.6666666666666666,0.33333333333333337,-1.9459101490553135,1.0,1.0,1.0,0.0,-13.815509557935018,0.9250000000000002,1.0,0.7999999999999999,0.20000000000000007,-2.512305623976117
