dataset_key,psychometric_dataset,task_id,latent_difficulty_prev_intersection22,solution_file,dataset_membership,variant_count,test_case_count_total,file_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,test_case_count,input_cells_total,output_cells_total,elapsed_ns_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,elapsed_ms_per_input_cell,opcode_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,complexity_pc1_score,complexity_ridge_train_pred,complexity_ridge_loo_pred,complexity_best_pcr_train_pred,complexity_best_pcr_loo_pred,complexity_best_pls_train_pred,complexity_best_pls_loo_pred,PC1,PC2,PC3,PC4,PC5,num_models_all,num_models_thinking,num_models_standard,pass_rate_all,fail_rate_all,logit_difficulty_all,response_sd_all,binary_entropy_bits,pass_rate_thinking,fail_rate_thinking,pass_rate_standard,fail_rate_standard,thinking_advantage,abs_thinking_advantage,thinking_logit_advantage,abs_thinking_logit_advantage,pc1_discrimination,item_total_corr,pc1_difficulty,pc1_difficulty_z,rasch_difficulty_all_models_pooled,rasch_infit,rasch_outfit,rasch_abs_z_infit,rasch_abs_z_outfit,rasch_abs_z_misfit,rasch_rmsea_x2,two_pl_difficulty_all_models,two_pl_discrimination,log1p_two_pl_discrimination,two_pl_max_info,log1p_two_pl_max_info,two_pl_info_theta0,log1p_two_pl_info_theta0,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity,human_pair_count,human_attempts_total,human_solve_count_total,human_solve_rate_weighted,human_solve_rate_mean,human_max_test_index,solve_rate_weighted,solve_rate_mean,mean_duration_seconds_weighted,mean_duration_seconds_mean,mean_submissions_weighted,mean_submissions_mean,mean_pred_prob_weighted,mean_pred_prob_mean,outfit_weighted,outfit_mean,difficulty_weighted,difficulty_mean,point_biserial_weighted,point_biserial_mean,ability_gap_weighted,ability_gap_mean,lm_mean_weighted,lm_mean_mean,lm_best_across_models_weighted,lm_best_across_models_mean,lm_best_single_model_weighted,lm_best_single_model_mean,gap_vs_lm_mean_weighted,gap_vs_lm_mean_mean,gap_vs_best_single_model_weighted,gap_vs_best_single_model_mean,gap_vs_oracle_weighted,gap_vs_oracle_mean,human_minus_llm_pass_all,human_minus_llm_pass_thinking,human_minus_llm_logit_difficulty
arc_agi_2_eval,ARC-V2,1818057f,3.30595636263481,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\1818057f.py,arc_agi_2_eval,1,1,1540,40,35,3,271,268,1,10,1,4,10,3,112,37.5,625,17,21,128,89,38,217,1138.80027,36.02381,41023.924027,ok,1,484,484,148280900,148.2809,148.2809,0,0,1,985164,976083,0.3063654958677686,0.0,0.0,0.0020661157024793,-4.5778393980733005,3.042331140188147,-0.2340496413116526,0.5664651674744352,-0.0350037372130311,3.637982116766025,2.7442015107790807,-4.5778393980733005,-2.7728914138261778,1.4397579617858038,1.848884163284012,0.3416547662567247,39,28,11,0.358974358974359,0.641025641025641,0.5645298027378517,0.4796996649710181,0.9418285354475158,0.4285714285714285,0.5714285714285714,0.1818181818181818,0.8181818181818181,0.2467532467532467,0.2467532467532467,1.0573693301340603,1.0573693301340603,0.809781055796145,0.7619670746268602,0.0264811133700921,-1.4865999182401497,2.21321366920286,0.623447365205139,0.304241807240998,1.42562475796367,0.22318355405134,1.42562475796367,0.0,0.109958660837513,3.74190730453854,1.556439439695625,3.5004675689397207,1.5041812955874323,3.356396562215528,1.4716452390848271,0.0,0.0,0.6931471805599453,5.005829766019766,5.005829766019766,13.800564418815895,5.594711379601839,2.3978952727983707,1,9,9,1.0,1.0,0,1.0,1.0,190.1275555555556,190.1275555555556,1.3333333333333333,1.3333333333333333,0.9399747017323065,0.9399747017323064,0.0687722142335572,0.0687722142335572,-1.069586780897564,-1.069586780897564,,,,,0.358974358974359,0.358974358974359,1.0,1.0,1.0,1.0,0.641025641025641,0.641025641025641,0.0,0.0,0.0,0.0,0.641025641025641,0.5714285714285715,-1.6341165836354157
arc_agi_2_eval,ARC-V2,2ba387bc,-1.39576081341223,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\2ba387bc.py,arc_agi_2_eval,1,1,4137,107,90,10,648,567,5,32,2,18,27,7,139,37.664,1309,24,46,296,199,70,495,3033.995093,51.913043,157503.919196,ok,1,456,128,174357900,174.3579,174.3579,323,45,20,989633,978968,0.3823638157894737,0.7083333333333334,0.0986842105263157,0.043859649122807,0.3729198143609372,0.3708443201344471,3.254736530899783,1.3616677779429107,2.087066185846449,0.8858895333126309,2.6495696842275533,0.3729198143609372,-2.7773160662628977,-0.6718854972337945,1.9232781122275384,-0.9596323211203254,39,28,11,0.6666666666666666,0.3333333333333333,-0.6744550475477927,0.4714045207910317,0.9182958340544896,0.8214285714285714,0.1785714285714286,0.2727272727272727,0.7272727272727273,0.5487012987012987,0.5487012987012987,2.3395555239125905,2.3395555239125905,0.5214427989491704,0.4667340419912218,-1.1717170495370297,-2.008443870107853,-0.900350318097715,0.973608440094175,0.724703191536454,0.0029919579336076,0.255507510790666,0.255507510790666,0.0,-1.37124292739367,1.60921074071205,0.9590477774084316,0.6473898020057561,0.4991920971487769,0.2313135161538035,0.2080814988975136,5.780743515792329,3.828641396489095,3.044522437723423,5.166829028322982,5.166829028322982,13.805090456786305,6.342121418721152,3.332204510175204,1,9,8,0.8888888888888888,0.8888888888888888,0,0.8888888888888888,0.8888888888888888,137.60000000000002,137.60000000000002,0.8888888888888888,0.8888888888888888,0.8562203533563114,0.8562203533563114,0.1185814247449714,0.1185814247449714,-0.57708351935047,-0.57708351935047,0.9297955123479026,0.9297955123479026,3.692423640171312,3.6924236401713126,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.2222222222222222,0.06746031746031744,0.09737152819732275
arc_agi_2_eval,ARC-V2,3e6067c3,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3e6067c3.py,arc_agi_2_eval,1,2,7206,187,159,18,1562,1501,1,56,5,53,71,8,137,37.535,1732,31,79,746,510,110,1256,8517.3878,100.063291,852277.855196,ok,2,1741,1741,9071832200,9071.8322,4535.9161,38663,7630,470,1977811,998028,5.210702010338886,22.207352096496265,4.382538770821367,0.269959793222286,4.914617240863277,4.700415980666459,4.333182748525887,5.79726447291163,5.763389885907992,5.285781734984544,5.076909263900461,4.914617240863277,-0.9735016186349912,1.2734346787524096,-0.8236342628637298,0.7279664558011996,39,28,11,0.1538461538461538,0.8461538461538461,1.6397432619294294,0.3608012122941099,0.6193821946787638,0.1428571428571428,0.8571428571428572,0.1818181818181818,0.8181818181818181,-0.0389610389610389,0.0389610389610389,-0.3595946540420673,0.3595946540420673,0.6660883260925082,0.6646354830773941,2.684140151729988,-0.3291258557447352,4.55883877463717,0.996434433167201,0.578148180076865,0.091008862926612,0.11727737934534,0.11727737934534,0.0,1.52932876544547,1.61477877274932,0.9611794946071168,0.6518776212304499,0.5019125931964666,0.187570597608994,0.1719097057776415,10.56266421352492,8.939974177289633,6.154858094016418,9.11303975456457,8.420002787097122,14.49750174114718,7.31455283232408,4.276666119016055,2,13,13,1.0,1.0,1,1.0,1.0,111.82192307692307,108.19166666666666,1.0769230769230769,1.0555555555555556,0.9127007021726534,0.9029388468369273,0.1052767432624529,0.1195661800584352,-1.1838401187478675,-1.1240764816013336,,,,,0.2307692307692307,0.2307692307692307,1.0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307692,0.0,0.0,0.0,0.0,0.8461538461538463,0.8571428571428572,-2.823583380677297
arc_agi_2_eval,ARC-V2,45a5af55,1.46017169826515,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\45a5af55.py,arc_agi_2_eval,1,1,2216,54,48,9,310,321,1,10,4,7,14,4,99,40.037,863,23,30,135,106,53,241,1380.42883,40.633333,56091.424774,ok,1,154,676,251321800,251.3218,251.3218,1229,341,191,22116,17611,1.6319597402597403,7.98051948051948,2.2142857142857144,1.2402597402597402,-2.3578007549687663,3.2330948923211293,4.40909701591373,1.2697383728599378,0.7508669350488955,2.8119958312377094,3.263166509647429,-2.3578007549687663,0.2422899249552488,0.1730487997264072,-0.305056990225463,1.4759827991118113,39,28,11,0.5128205128205128,0.4871794871794872,-0.0500104205746611,0.4998356074261007,0.9995256892936492,0.6428571428571429,0.3571428571428571,0.1818181818181818,0.8181818181818181,0.4610389610389611,0.4610389610389611,1.901396541653141,1.901396541653141,0.7179610702520136,0.6530364884713431,-0.8100491818561337,-1.8509288653474976,0.671724332996608,0.472754736845713,0.236577573600116,2.2697521416638,0.337937330423462,2.2697521416638,0.0,-0.578642392693824,5.62092274953299,1.890234748382269,7.898693139054376,2.185904427647797,1.1326856237811016,0.7573820417448908,7.114769448366463,5.834810737062605,5.2574953720277815,5.530705256987634,5.530705256987634,10.00410182256872,5.7745515455444085,2.70805020110221,1,9,8,0.8888888888888888,0.8888888888888888,0,0.8888888888888888,0.8888888888888888,457.0784444444445,457.0784444444445,1.2222222222222223,1.2222222222222223,0.8670968007808374,0.8670968007808374,0.5144572414305763,0.5144572414305763,-0.3812832453883902,-0.3812832453883902,0.11913483174572861,0.1191348317457286,1.2182843737336355,1.2182843737336355,0.5128205128205128,0.5128205128205128,1.0,1.0,1.0,1.0,0.376068376068376,0.376068376068376,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.37606837606837606,0.24603174603174593,-0.3312728248137291
arc_agi_2_eval,ARC-V2,4c3d4a41,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4c3d4a41.py,arc_agi_2_eval,1,2,4275,91,79,14,548,519,1,21,2,19,29,7,126,45.978,1240,26,37,238,178,63,416,2486.548448,62.540541,155510.084029,ok,2,320,320,736326200,736.3262,368.1631,3924,928,2,19609,13920,2.301019375,12.2625,2.9,0.00625,-0.1954778649007553,3.857895650762417,2.7246856968661675,1.482914530781419,1.069590462944848,3.480179351967438,2.5750375760247013,-0.1954778649007553,-0.7943763989907241,0.0510003314469285,-1.5592387038125628,-0.1397682576289672,39,28,11,0.1025641025641025,0.8974358974358975,2.065455299705096,0.3033887068256213,0.4770713062193297,0.1428571428571428,0.8571428571428572,0.0,1.0,0.1428571428571428,0.1428571428571428,1.4408984951547423,1.4408984951547423,0.5394847918596578,0.5327760402579953,3.816759592845661,0.1641569946311653,5.3250301583706,1.04890323695506,0.374597523128992,0.254198698391316,0.120736815434338,0.254198698391316,0.0,1.94795342988159,1.68407886865319,0.9873376034218218,0.7090304089610521,0.5359261973988229,0.0990720311365456,0.09446621570911,8.275121630216509,6.834108738813838,1.0986122886681098,6.603030399424605,5.911238551804961,9.883794919190391,6.253828811575473,3.4011973816621555,2,10,7,0.7,0.7083333333333333,1,0.7,0.7083333333333333,164.4323,170.53820833333333,2.6,2.375,0.7223586573372444,0.7243977522009757,0.3897337342909452,0.362943660907852,0.30357192904269803,0.23422433207721746,0.7672577693018002,0.7672577693018001,2.160748524574986,2.160748524574986,0.18461538461538457,0.17948717948717946,1.0,1.0,1.0,1.0,0.5153846153846153,0.5288461538461539,-0.3,-0.29166666666666663,-0.3,-0.29166666666666663,0.5974358974358974,0.5571428571428572,-1.7618833706623978
arc_agi_2_eval,ARC-V2,58490d8a,1.05747032445841,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58490d8a.py,arc_agi_2_eval,1,1,6142,160,129,14,1094,1064,2,45,3,32,45,5,129,37.388,1818,29,78,505,361,107,866,5838.11041,67.108974,391789.601825,ok,1,550,99,158327100,158.3271,158.3271,20,0,9,1008013,986535,0.2878674545454545,0.0363636363636363,0.0,0.0163636363636363,0.9162318420697187,2.208840463406389,3.30917568219448,3.2484036507955745,3.7780448323853175,2.680231998205117,3.330089868176553,0.9162318420697187,-4.947564407565564,-1.0279267079840602,0.908464434996528,-0.3667994707298263,39,28,11,0.5128205128205128,0.4871794871794872,-0.0500104205746611,0.4998356074261007,0.9995256892936492,0.6428571428571429,0.3571428571428571,0.1818181818181818,0.8181818181818181,0.4610389610389611,0.4610389610389611,1.901396541653141,1.901396541653141,0.6544487013434066,0.6003247869592107,-0.660000396677205,-1.7855790313594866,0.671724332996609,1.1458883422775,0.69479858624587,0.590140148270252,0.228929305894468,0.590140148270252,0.0,-0.571649663787461,1.7823342465726,1.0232902324282784,0.7941788416263794,0.5845474474229602,0.6191139510101953,0.4818790557950926,3.044522437723423,0.0,2.302585092994046,5.070959321719174,5.070959321719174,13.82349261640589,6.970730078143525,3.828641396489095,1,9,9,1.0,1.0,0,1.0,1.0,90.95277777777775,90.95277777777775,1.1111111111111112,1.1111111111111112,0.9492640257538825,0.9492640257538824,0.0556660826259253,0.0556660826259253,-0.9021561915095833,-0.9021561915095831,,,,,0.5128205128205128,0.5128205128205128,1.0,1.0,1.0,1.0,0.4871794871794872,0.4871794871794872,0.0,0.0,0.0,0.0,0.4871794871794872,0.3571428571428571,-0.8521457709349222
arc_agi_2_eval,ARC-V2,58f5dbd5,3.30595636263481,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58f5dbd5.py,arc_agi_2_eval,1,1,5357,140,117,21,973,950,2,50,14,27,44,5,94,37.221,1648,25,75,438,330,100,768,5102.481554,55.0,280636.485456,ok,1,437,247,524515800,524.5158,524.5158,2528,574,176,1069330,1045865,1.2002649885583525,5.784897025171625,1.3135011441647595,0.4027459954233409,2.1414138259282005,3.770038017872927,3.984960664215295,3.300930018383289,3.288437939515537,3.20093762406721,3.0709382433142274,2.1414138259282005,-1.97306611670974,-0.5645243874550226,0.345079508868948,0.1614334474023792,39,28,11,0.3076923076923077,0.6923076923076923,0.7884573603642703,0.4615384615384615,0.8904916402194913,0.3571428571428571,0.6428571428571428,0.1818181818181818,0.8181818181818181,0.1753246753246753,0.1753246753246753,0.7686055918115384,0.7686055918115384,0.7016593086227056,0.6731545514992006,0.9113089754167756,-1.1012362258666,2.75014519391133,1.11117707485197,0.568781158571007,0.463601508208935,0.10768134917821,0.463601508208935,0.0,0.510109116318367,1.6380672889837,0.9700465615451324,0.6708161108096021,0.5133121961665761,0.5661136005527473,0.4485971367975697,7.835579246669965,6.354370040797351,5.176149732573829,6.264380256468249,6.264380256468249,13.882543777253163,6.85751406254539,3.80666248977032,1,9,9,1.0,1.0,0,1.0,1.0,288.0777777777778,288.0777777777778,1.1111111111111112,1.1111111111111112,0.9179103895658378,0.9179103895658378,0.1003243119385612,0.1003243119385612,-1.466642587283571,-1.466642587283571,,,,,0.3076923076923077,0.3076923076923077,1.0,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,0.0,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,-2.2550999476478415
arc_agi_2_eval,ARC-V2,8f215267,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\8f215267.py,arc_agi_2_eval,1,1,5759,156,132,18,1163,1108,5,35,2,35,47,6,97,35.917,1726,30,75,524,395,105,919,6170.391631,79.0,487460.938828,ok,1,621,621,118890492700,118890.4927,118890.4927,739817,98959,23744,999402,985277,191.45006876006445,1191.3317230273751,159.35426731078906,38.23510466988728,6.221605555561834,2.652983527496482,0.3938548053324537,2.9031386849056,1.820016555165808,2.579414126876157,0.408820948170955,6.221605555561834,4.106572169117217,-0.9786239678069109,1.5005839768071374,0.5265121170291946,39,28,11,0.2307692307692307,0.7692307692307692,1.1664348850068706,0.4213250442347431,0.7793498372920853,0.25,0.75,0.1818181818181818,0.8181818181818181,0.0681818181818181,0.0681818181818181,0.2818511521409876,0.2818511521409876,0.5934090165265689,0.5811318135956839,2.036804076433961,-0.6110561959644213,3.60228985372193,1.35186162960489,2.47432701297819,1.18557196911672,1.21927229558393,1.21927229558393,0.191149674595392,1.12553540012765,1.19076067716186,0.7842488246892292,0.3544777475687428,0.303415953887386,0.233141757595106,0.2095651872372105,13.514159488984742,11.502471007066369,10.075127260983225,11.685966530076994,11.685966530076994,13.814913379688816,7.011213987350367,3.871201010907891,1,9,9,1.0,1.0,0,1.0,1.0,133.71522222222222,133.71522222222222,1.2222222222222223,1.2222222222222223,0.9306824361922919,0.930682436192292,0.0787569018030359,0.0787569018030359,-1.2366434744559134,-1.2366434744559134,,,,,0.2307692307692307,0.2307692307692307,1.0,1.0,1.0,1.0,0.7692307692307692,0.7692307692307692,0.0,0.0,0.0,0.0,0.7692307692307693,0.75,-2.403078359462784
arc_agi_2_eval,ARC-V2,981571dc,2.31160559283692,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\981571dc.py,arc_agi_1_eval|arc_agi_2_eval,2,2,2274,51,45,4,257,265,1,3,1,7,13,5,99,43.588,773,18,21,113,89,39,202,1067.651248,38.142857,40723.269039,ok,2,1800,1800,3475413900,3475.4139,1737.70695,19662,5767,2,1000519,982634,1.9307855,10.923333333333334,3.203888888888889,0.0011111111111111,-1.7918791187567102,1.1343518362653546,0.5962097448184063,0.4519636043929887,0.1007574742670187,0.5948571402415347,-0.0903123507382079,-1.7918791187567102,1.1539127430064433,3.574842189435413,0.2675056381716964,-0.4850431248458415,39,28,11,0.4358974358974359,0.5641025641025641,0.2513144282809061,0.4958738360465055,0.98811083652183,0.4642857142857143,0.5357142857142857,0.3636363636363636,0.6363636363636364,0.1006493506493506,0.1006493506493506,0.3726752852851733,0.3726752852851733,0.5845553396044383,0.52810537865308,0.0885665267364068,-1.4595602361012536,1.43540763204419,1.85733242073849,2.23127207086827,2.54618147887558,1.12206807190521,2.54618147887558,0.197096480110953,-0.125154249038564,1.01146907642309,0.6988653388980799,0.2557674231400447,0.2277468782402332,0.2547454892246649,0.2269327545870218,9.886493976159556,8.660080678964786,1.0986122886681098,8.153756552944449,7.460896983765072,13.816030422811124,5.583496308781699,2.6390573296152584,1,9,7,0.7777777777777778,0.7777777777777778,0,0.7777777777777778,0.7777777777777778,196.98566666666667,196.98566666666667,1.1111111111111112,1.1111111111111112,0.7647068404387724,0.7647068404387724,0.440473575691422,0.440473575691422,-0.22458464254779498,-0.224584642547795,0.5980190183610236,0.5980190183610236,1.582887650244689,1.582887650244689,0.4358974358974359,0.4358974358974359,1.0,1.0,1.0,1.0,0.3418803418803419,0.3418803418803419,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,0.3418803418803419,0.3134920634920635,-0.4758990708287011
arc_agi_2_eval,ARC-V2,a251c730,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\a251c730.py,arc_agi_2_eval,1,1,7144,181,151,17,1333,1325,2,39,1,42,57,8,104,38.47,1963,31,100,603,455,131,1058,7441.361536,70.525,524802.0223,ok,1,900,126,880021100,880.0211,880.0211,8,0,4,1999427,1030719,0.9778012222222224,0.0088888888888888,0.0,0.0044444444444444,2.0253499646279494,4.261566290894044,3.8181825377650767,3.868394465319626,3.838521136758719,4.528783834083608,4.580887395791819,2.0253499646279494,-5.196899294591258,-0.3187609591168925,0.872255117294305,-0.7839720324753838,39,28,11,0.2307692307692307,0.7692307692307692,1.1664348850068706,0.4213250442347431,0.7793498372920853,0.2857142857142857,0.7142857142857143,0.0909090909090909,0.9090909090909092,0.1948051948051948,0.1948051948051948,1.0655514264072212,1.0655514264072212,0.7189261283569176,0.7143441736330315,1.6497155170670628,-0.7796425198264922,3.60228985372193,0.929245505947662,0.451626037228824,0.151661523186986,0.0223816691443561,0.151661523186986,0.0,0.931810328768257,1.95073550265048,1.0820544622082977,0.9513422503252552,0.6685174692829381,0.457366670985343,0.3766311571750271,2.19722457733622,0.0,1.6094379124341005,6.781081575706136,6.781081575706136,14.50837169761842,7.189922170745808,4.060443010546419,1,9,8,0.8888888888888888,0.8888888888888888,0,0.8888888888888888,0.8888888888888888,174.88744444444444,174.88744444444444,1.4444444444444444,1.4444444444444444,0.8686084167569629,0.8686084167569629,0.0870765122118659,0.0870765122118659,-0.3541362733693957,-0.3541362733693957,0.9821230113792228,0.9821230113792228,4.113656661097072,4.113656661097072,0.2307692307692307,0.2307692307692307,1.0,1.0,1.0,1.0,0.658119658119658,0.658119658119658,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.6581196581196581,0.6031746031746031,-1.5205711583762662
