dataset_key,task_id,num_models_all,num_models_thinking,num_models_standard,pass_rate_all,fail_rate_all,logit_difficulty_all,response_sd_all,binary_entropy_bits,pass_rate_thinking,fail_rate_thinking,pass_rate_standard,fail_rate_standard,thinking_advantage,abs_thinking_advantage,thinking_logit_advantage,abs_thinking_logit_advantage,pc1_discrimination,item_total_corr,pc1_difficulty,pc1_difficulty_z,rasch_difficulty_all_models_pooled,rasch_infit,rasch_outfit,rasch_abs_z_infit,rasch_abs_z_outfit,rasch_abs_z_misfit,rasch_rmsea_x2,two_pl_difficulty_all_models,two_pl_discrimination,log1p_two_pl_discrimination,two_pl_max_info,log1p_two_pl_max_info,two_pl_info_theta0,log1p_two_pl_info_theta0
arc_agi_1_eval,00576224,24,15,9,1.0,0.0,-3.8918202981106256,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4895482253187069,0.4895482253187069,,,,,,,,,,,,,,,,,,
arc_agi_1_eval,009d5c81,24,15,9,0.625,0.375,-0.4895482253187058,0.4841229182759271,0.954434002924965,0.8666666666666667,0.1333333333333333,0.2222222222222222,0.7777777777777778,0.6444444444444445,0.6444444444444445,2.7850112422383386,2.7850112422383386,0.7765901742686934,0.7511226544287015,-3.0508256093881005,-0.7726227197452534,-1.9393632595723,0.769620825253201,0.422375180816436,0.575554405031084,0.254847761904128,0.575554405031084,0.0,-1.9551824687441,2.61518544120224,1.2851431519996765,1.7097987229690386,0.9968743601661659,0.04066072380251621,0.03985582277703395
arc_agi_1_eval,00dbd492,24,15,9,0.5416666666666666,0.45833333333333337,-0.1603426500751795,0.4982608642958916,0.9949848281859699,0.8,0.19999999999999996,0.1111111111111111,0.8888888888888888,0.6888888888888889,0.6888888888888889,3.0075667312009937,3.0075667312009937,0.7337859235229959,0.7181158536263884,-1.1634839336986968,-0.4681029529344027,-1.14155416270299,0.914789778960024,0.945227489465817,0.147968014749292,0.300037606921009,0.300037606921009,0.097469426288878,-1.57794512702706,2.14936848035824,1.147201950312298,1.1549462160893722,0.7677657655131119,0.14552024801146987,0.13585889888916847
arc_agi_1_eval,03560426,24,15,9,0.3333333333333333,0.6666666666666667,0.663294217410264,0.4714045207910317,0.9182958340544896,0.5333333333333333,0.4666666666666667,0.0,1.0,0.5333333333333333,0.5333333333333333,3.0696021221204464,3.0696021221204464,0.736007832800374,0.7403784809126578,3.4153454541197688,0.270684345309211,0.801082539551851,0.886280765794655,0.497437158409768,0.236573474497828,0.0308868828938682,0.236573474497828,0.0,-0.670586962912606,2.6518288750289,1.295228103756681,1.7580490956092605,1.01452358037629,0.8693954445822372,0.6256150869292254
arc_agi_1_eval,05a7bcf2,24,15,9,0.125,0.875,1.815289966638249,0.33071891388307384,0.5435644431995964,0.2,0.8,0.0,1.0,0.2,0.2,1.6714733033535527,1.6714733033535527,0.5854583648088204,0.6316984197798904,7.42493779665873,0.9176260945876148,3.26418859397227,0.492578134617527,0.15189196463004,1.09477228789036,0.518091174356261,1.09477228789036,0.0,0.100298650737098,65.2675643036798,4.193700551292798,1064.9637375337445,6.971634586824246,6.097463288922111,1.9597374369559957
arc_agi_1_eval,0607ce86,24,15,9,0.75,0.25,-1.0459685551826876,0.4330127018922193,0.8112781244591328,0.8666666666666667,0.1333333333333333,0.5555555555555556,0.4444444444444444,0.3111111111111111,0.3111111111111111,1.4857282581080775,1.4857282581080775,0.3617077581703905,0.37653613464543606,-7.6526769687623215,-1.5151245787914964,-3.24995041329288,1.59096300888298,11.6261700174336,1.44026318021875,3.15575181312419,3.15575181312419,0.817050029807053,-3.14518487130037,0.849618374471021,0.61497933374103,0.180462845559695,0.16590660357053177,0.043640206275607156,0.04271480005767196
arc_agi_1_eval,0692e18c,24,15,9,0.4583333333333333,0.5416666666666667,0.16034265007517948,0.4982608642958916,0.99498482818597,0.7333333333333333,0.2666666666666667,0.0,1.0,0.7333333333333333,0.7333333333333333,3.8827086177593704,3.8827086177593704,0.7732081897049131,0.7548646488203195,0.6205678188971518,-0.1802488612895872,-0.370786576625411,0.940577102339818,0.536946190474253,0.0701172377816731,0.0154287595711146,0.0701172377816731,0.0,-1.2019535921105,2.27821072226409,1.187297762045667,1.2975610237597666,0.8318481358350203,0.2961552811043613,0.2594024064197047
arc_agi_1_eval,070dd51e,24,15,9,0.5833333333333334,0.41666666666666663,-0.32277339226305085,0.4930066485916347,0.9798687566511528,0.7333333333333333,0.2666666666666667,0.3333333333333333,0.6666666666666667,0.39999999999999997,0.39999999999999997,1.5573088469991538,1.5573088469991538,0.46555793652161376,0.4822760320863522,-2.3236120534114884,-0.655287896199434,-1.53513015398523,1.93031476158427,2.9161791751172,2.23670077055941,1.55640731258669,2.23670077055941,0.352552975311457,-1.93339403700886,0.926941955456635,0.6559342672643087,0.2148053471964426,0.19458385588905677,0.10518188295503092,0.10000992138393316
arc_agi_1_eval,08573cc6,24,15,9,0.125,0.875,1.815289966638249,0.33071891388307384,0.5435644431995964,0.2,0.8,0.0,1.0,0.2,0.2,1.6714733033535527,1.6714733033535527,0.5854583648088204,0.6316984197798904,7.42493779665873,0.9176260945876148,3.26418859397227,0.492578134617527,0.15189196463004,1.09477228789036,0.518091174356261,1.09477228789036,0.0,0.100298650737102,65.26756430368,4.193700551292801,1064.963737533751,6.971634586824252,6.0974632889204425,1.9597374369557605
arc_agi_1_eval,0934a4d8,24,15,9,0.0,1.0,3.8918202981106265,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.489548225318706,0.489548225318706,,,,,,,,,,,,,,,,,,
arc_agi_1_eval,09c534e7,24,15,9,0.0,1.0,3.8918202981106265,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.489548225318706,0.489548225318706,,,,,,,,,,,,,,,,,,
arc_agi_1_eval,0a1d4ef5,24,15,9,0.4583333333333333,0.5416666666666667,0.16034265007517948,0.4982608642958916,0.99498482818597,0.7333333333333333,0.2666666666666667,0.0,1.0,0.7333333333333333,0.7333333333333333,3.8827086177593704,3.8827086177593704,0.8000232773559409,0.7764633627773029,0.5931325075012184,-0.18467550789856488,-0.370786576625411,0.781006599061751,0.559619460865584,0.5987344507684,0.0111172545869294,0.5987344507684,0.0,-1.19690084351143,2.73192643611774,1.3169245711396251,1.8658555130897443,1.0528669140003732,0.2633039193785553,0.2337304473413679
arc_agi_1_eval,0a2355a6,24,15,9,0.16666666666666666,0.8333333333333334,1.5163474893680886,0.37267799624996495,0.6500224216483541,0.26666666666666666,0.7333333333333334,0.0,1.0,0.26666666666666666,0.26666666666666666,2.00616934057351,2.00616934057351,0.6123349512826196,0.642141152973475,6.872911926560588,0.8285575430894135,2.63945909854169,0.797028764501015,0.291006151745707,0.390237101133311,0.625198749426255,0.625198749426255,0.0,0.0374416211724221,3.8219618570215,1.5731808695289171,3.6518481091318082,1.5372645834638312,3.633216333702339,1.5332512994307868
arc_agi_1_eval,0b17323b,24,15,9,0.75,0.25,-1.0459685551826876,0.4330127018922193,0.8112781244591328,1.0,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,4.05302641289137,4.05302641289137,0.6792805178593267,0.6624188009972869,-5.503977476634515,-1.1684351177799688,-3.24995041329288,0.742361664926657,0.368718262038577,0.613812361162856,0.672721036851908,0.672721036851908,0.0,-2.62993185025354,3.40434250140781,1.48259098636503,2.8973869667228964,1.3603063200469847,0.0014984204498064734,0.0014972989380752338
