"item","two_pl_discrimination","two_pl_difficulty"
"arc_agi_1_eval__009d5c81",2.61518544120224,-1.9551824687441
"arc_agi_1_eval__00dbd492",2.14936848035824,-1.57794512702706
"arc_agi_1_eval__03560426",2.6518288750289,-0.670586962912606
"arc_agi_1_eval__05a7bcf2",65.2675643036798,0.100298650737098
"arc_agi_1_eval__0607ce86",0.849618374471021,-3.14518487130037
"arc_agi_1_eval__0692e18c",2.27821072226409,-1.2019535921105
"arc_agi_1_eval__070dd51e",0.926941955456635,-1.93339403700886
"arc_agi_1_eval__08573cc6",65.26756430368,0.100298650737102
"arc_agi_1_eval__0a1d4ef5",2.73192643611774,-1.19690084351143
"arc_agi_1_eval__0a2355a6",3.8219618570215,0.0374416211724221
"arc_agi_1_eval__0b17323b",3.40434250140781,-2.62993185025354
"arc_agi_1_eval__0bb8deee",3.00899937187627,-1.73527128104637
"arc_agi_1_eval__0becf7df",3.14098559137288,-1.36592955046023
"arc_agi_1_eval__0c786b71",2.04202719762479,-2.20531685185593
"arc_agi_1_eval__0c9aba6e",60.6848734589608,-1.49927933261991
"arc_agi_1_eval__0e671a1a",1.16215879219089,-0.257060686559276
"arc_agi_1_eval__0f63c0b9",5.3000831189432,-1.18998447985395
"arc_agi_1_eval__103eff5b",1.91394145196811,-0.43642668007773
"arc_agi_1_eval__11e1fe23",2.46164014837254,0.160663518095102
"arc_agi_1_eval__12422b43",30.316419350547,-2.39497802521905
"arc_agi_1_eval__12997ef3",2.61492514097941,-1.9551945410723
"arc_agi_1_eval__12eac192",7.04644220463841,-0.859237171809724
"arc_agi_1_eval__136b0064",1.96426255926306,0.583750704863497
"arc_agi_1_eval__13713586",7.17234676713094,-0.348406238976327
"arc_agi_1_eval__137f0df0",4.60582770145425,-1.02283229613587
"arc_agi_1_eval__140c817e",38.804219635482,-1.19748236581269
"arc_agi_1_eval__15113be4",23.7855177969066,0.633510527914796
"arc_agi_1_eval__15663ba9",1.24754754998483,1.46587093189361
"arc_agi_1_eval__15696249",3.26679643555971,-1.02253372417396
"arc_agi_1_eval__17b80ad2",61.6247061383842,-0.699242226634301
"arc_agi_1_eval__17cae0c1",5.61665422274554,-1.67592551806472
"arc_agi_1_eval__18419cfa",23.7855177969066,0.633510527914799
"arc_agi_1_eval__195ba7dc",30.316419350547,-2.39497802521905
"arc_agi_1_eval__1990f7a8",32.9581123990728,-1.00007445385414
"arc_agi_1_eval__19bb5feb",2.74010435016837,-3.74394583188896
"arc_agi_1_eval__1a2e2828",2.38636119345413,-2.88766265224979
"arc_agi_1_eval__1a6449f1",2.48035257843171,-1.19960260568027
"arc_agi_1_eval__1acc24af",-0.397873451620481,-7.85686148299712
"arc_agi_1_eval__1c02dbbe",5.30008311967052,-1.18998447985493
"arc_agi_1_eval__1c0d0a4b",3.26291346862008,-1.02253463014487
"arc_agi_1_eval__1c56ad9f",1.97632633942083,0.579986919407971
"arc_agi_1_eval__1d0a4b61",1.18756096422731,-3.51390655609819
"arc_agi_1_eval__1d398264",3.79286539975805,-1.02251395811225
"arc_agi_1_eval__1da012fc",3.64818566439597,-1.35958990739578
"arc_agi_1_eval__1e81d6f9",60.6848734589608,-1.49927933261991
"arc_agi_1_eval__1e97544e",1.05556450121065,-2.1442816021299
"arc_agi_1_eval__2037f2c7",2.03699203368568,-0.0176884059032418
"arc_agi_1_eval__2072aba6",43.1014995548813,-2.89930856134406
"arc_agi_1_eval__20818e16",68.2255000219698,-0.304680801659628
"arc_agi_1_eval__20981f0e",1.04698985641039,1.72604961954147
"arc_agi_1_eval__21f83797",2.15788646561421,-2.42381605046365
"arc_agi_1_eval__22a4bbc2",4.74947271237268,-0.349774972879867
"arc_agi_1_eval__2546ccf6",7.17234676713094,-0.348406238976327
"arc_agi_1_eval__256b0a75",17.3032214619188,1.48665845469925
"arc_agi_1_eval__2685904e",32.9581123990728,-1.00007445385414
"arc_agi_1_eval__2697da3f",3.42265788389378,-0.68226520121803
"arc_agi_1_eval__2753e76c",1.90064762452266,-0.827825623878183
"arc_agi_1_eval__27a77e38",2.88115771132121,-0.497880341898301
"arc_agi_1_eval__27f8ce4f",38.8042196354839,-1.19748236581259
"arc_agi_1_eval__281123b4",7.04644220463841,-0.859237171809724
"arc_agi_1_eval__292dd178",3.42265788365148,-0.682265201216028
"arc_agi_1_eval__29700607",1.48159880730061,-1.20603388822513
"arc_agi_1_eval__2a5f8217",63.1254427980897,-0.89370625628308
"arc_agi_1_eval__2b01abd0",6.75421725817461,-1.50552447052616
"arc_agi_1_eval__2c0b0aff",0.729486871447532,-0.241486746594752
"arc_agi_1_eval__2c737e39",1.40958543626319,-0.78664539541
"arc_agi_1_eval__2f0c5170",3.14098559137288,-1.36592955046023
"arc_agi_1_eval__310f3251",2.88930350570176,-1.02260880315471
"arc_agi_1_eval__3194b014",1.20445756932828,-3.16633010526904
"arc_agi_1_eval__319f2597",6.15122738079196,-1.35497328397883
"arc_agi_1_eval__31adaf00",1.8803682086727,1.05969316427993
"arc_agi_1_eval__31d5ba1a",3.76575624049155,-1.91446892348061
"arc_agi_1_eval__32e9702f",2.61502227963555,-1.95519003457189
"arc_agi_1_eval__332efdb3",15.5666851738454,-4.14960027422054
"arc_agi_1_eval__3391f8c0",1.91855881646223,0.271236433244705
"arc_agi_1_eval__33b52de3",34.4050837164355,-1.82968239669264
"arc_agi_1_eval__3490cc26",17.3032214619188,1.48665845469926
"arc_agi_1_eval__34b99a2b",2.61702221387149,-1.95509734503074
"arc_agi_1_eval__351d6448",1.96426255926306,0.583750704863497
"arc_agi_1_eval__358ba94e",0.55951953100077,-0.734873035318465
"arc_agi_1_eval__37d3e8b2",23.7855177969066,0.633510527914796
"arc_agi_1_eval__3979b1a8",0.59171583378905,-3.6108436528356
"arc_agi_1_eval__3a301edc",4.74947004925489,-0.349774961339805
"arc_agi_1_eval__3b4c2228",0.710758994287096,-1.43188328536649
"arc_agi_1_eval__3d31c5b3",34.2448768286114,-1.39986593879137
"arc_agi_1_eval__3ee1011a",48.4742385860887,-2.09918833863419
"arc_agi_1_eval__3f23242b",3.00853288554778,-1.7352881387801
"arc_agi_1_eval__40f6cd08",1.6740058237929,1.1522243718532
"arc_agi_1_eval__414297c0",3.14387428881096,-0.133528114972328
"arc_agi_1_eval__423a55dc",7.04644220463841,-0.859237171809724
"arc_agi_1_eval__42918530",3.14098559137288,-1.36592955046023
"arc_agi_1_eval__42a15761",39.5838931288313,-0.199998584163914
"arc_agi_1_eval__4364c1c4",2.65182862282163,-0.670586956545436
"arc_agi_1_eval__456873bc",17.3032214619188,1.48665845469926
"arc_agi_1_eval__45737921",15.5666851738454,-4.14960027422054
"arc_agi_1_eval__45bbe264",2.0410147595284,-2.20539598704617
"arc_agi_1_eval__47996f11",17.3032214619188,1.48665845469926
"arc_agi_1_eval__48131b3c",2.61492514097941,-1.9551945410723
"arc_agi_1_eval__4852f2fa",30.316419350547,-2.39497802521905
"arc_agi_1_eval__48f8583b",7.24739751644276,-0.68984300082127
"arc_agi_1_eval__4aab4007",0.970950880195166,-3.02273824227959
"arc_agi_1_eval__4acc7107",3.14387315612902,-0.133528051255321
"arc_agi_1_eval__4b6b68e5",23.7855177969066,0.633510527914796
"arc_agi_1_eval__4c177718",17.3032214619188,1.48665845469926
"arc_agi_1_eval__4cd1b7b2",15.5666851738454,-4.14960027422054
"arc_agi_1_eval__4e45f183",1.8803682086727,1.05969316427993
"arc_agi_1_eval__4e469f39",5.06549935990479,-0.687624308422523
"arc_agi_1_eval__4f537728",1.6159396179019,-2.73226176029493
"arc_agi_1_eval__505fff84",2.55554567536885,-2.17567919024971
"arc_agi_1_eval__506d28a5",4.11556213262997,-2.85977596539555
"arc_agi_1_eval__50a16a69",1.13038083580295,-3.97108639318723
"arc_agi_1_eval__50aad11f",2.88930350570176,-1.02260880315471
"arc_agi_1_eval__516b51b7",3.14387315612902,-0.133528051255321
"arc_agi_1_eval__5207a7b5",0.616213628139254,-1.75776026201226
"arc_agi_1_eval__5289ad53",0.546888092927949,-2.14705134185892
"arc_agi_1_eval__52fd389e",1.68823818734257,0.0628718535031764
"arc_agi_1_eval__54db823b",2.14152381114793,0.218012122682206
"arc_agi_1_eval__55059096",3.7928653994599,-1.02251395811219
"arc_agi_1_eval__551d5bf1",2.23765020742645,0.50915238283802
"arc_agi_1_eval__55783887",5.03626911550472,-0.517649010671275
"arc_agi_1_eval__575b1a71",30.3164193505471,-2.39497802521905
"arc_agi_1_eval__5783df64",6.21342639856944,-3.06088049506956
"arc_agi_1_eval__5833af48",68.2255000219698,-0.304680801659629
"arc_agi_1_eval__58743b76",2.46870597486531,-1.75770491108023
"arc_agi_1_eval__58e15b12",23.7855177969066,0.633510527914799
"arc_agi_1_eval__59341089",32.3376977690809,-3.33730798263357
"arc_agi_1_eval__5a5a2103",3.79286490367149,-1.02251395801663
"arc_agi_1_eval__5af49b42",4.16805042897994,-1.1895814789333
"arc_agi_1_eval__5b526a93",30.316419350547,-2.39497802521905
"arc_agi_1_eval__5b692c0f",23.7855177969066,0.633510527914796
"arc_agi_1_eval__5b6cbef5",34.4050837164355,-1.82968239669264
"arc_agi_1_eval__5d2a5c43",30.3164193505471,-2.39497802521905
"arc_agi_1_eval__5ffb2104",68.9864623467297,-0.0948279775327455
"arc_agi_1_eval__604001fa",68.2255000219698,-0.304680801659628
"arc_agi_1_eval__60a26a3e",1.7742249980316,-1.01436396454101
"arc_agi_1_eval__60c09cac",2.34747573289949,-2.64784361908008
"arc_agi_1_eval__626c0bcc",4.94525270546269,0.224160733260205
"arc_agi_1_eval__62ab2642",1.5947580823778,0.729832150669526
"arc_agi_1_eval__62b74c02",2.74010435016837,-3.74394583188896
"arc_agi_1_eval__639f5a19",2.98234467883394,-0.677194059972746
"arc_agi_1_eval__642248e4",5.3000831189432,-1.18998447985395
"arc_agi_1_eval__642d658d",2.00876989996224,-2.43533088737115
"arc_agi_1_eval__64a7c07e",1.59393743800657,-1.81681851742456
"arc_agi_1_eval__66f2d22f",6.75421350209839,-1.50552448128984
"arc_agi_1_eval__67636eac",1.67806248534539,-1.40366827586124
"arc_agi_1_eval__67b4a34d",32.9583736209015,-1.00007444939593
"arc_agi_1_eval__67c52801",3.39419884573058,-0.85286302110252
"arc_agi_1_eval__68b67ca3",15.5666851738454,-4.14960027422054
"arc_agi_1_eval__692cd3b6",23.7855177969066,0.633510527914796
"arc_agi_1_eval__695367ec",3.62946596693332,-1.53243081752486
"arc_agi_1_eval__696d4842",4.94525270546269,0.224160733260205
"arc_agi_1_eval__69889d6e",1.91411518245706,-0.436447153242463
"arc_agi_1_eval__6a11f6da",4.46962207579891,-1.35446197606053
"arc_agi_1_eval__6ad5bdfd",2.28490010776922,-0.0568692972768057
"arc_agi_1_eval__6df30ad6",1.32927762342051,-1.6297827859248
"arc_agi_1_eval__6ea4a07e",23.257245355005,-3.20072784287134
"arc_agi_1_eval__6f473927",2.22952054581835,-1.97568698803604
"arc_agi_1_eval__7039b2d7",43.914060047331,-2.69910831630539
"arc_agi_1_eval__705a3229",3.14409665917628,-1.36588126034029
"arc_agi_1_eval__712bf12e",0.796470452740569,3.31030555909112
"arc_agi_1_eval__72207abc",0.257469192125773,-3.49763585338916
"arc_agi_1_eval__72a961c9",2.11065434897552,-1.20387508482914
"arc_agi_1_eval__73182012",2.15931612844812,-2.42371939716687
"arc_agi_1_eval__73c3b0d8",2.08433431393017,-0.454135506791876
"arc_agi_1_eval__73ccf9c2",17.3032214619188,1.48665845469926
"arc_agi_1_eval__759f3fd3",3.69641428123133,-0.339038927179116
"arc_agi_1_eval__762cd429",0.680916434800779,-3.03059121319577
"arc_agi_1_eval__770cc55f",1.58918117740764,-1.60948219139614
"arc_agi_1_eval__782b5218",32.9583736209015,-1.00007444939593
"arc_agi_1_eval__79369cc6",0.676298071252391,3.90109903384557
"arc_agi_1_eval__7953d61e",2.60130866808954,-1.02246295110752
"arc_agi_1_eval__7bb29440",1.0773918616609,1.13506640158784
"arc_agi_1_eval__7c8af763",2.00767285638382,-0.642886769070241
"arc_agi_1_eval__7c9b52a0",5.30008185267416,-1.18998447814589
"arc_agi_1_eval__7d18a6fb",3.26679686520427,-1.02253372407737
"arc_agi_1_eval__7d1f7ee8",2.52968997111565,-1.37805423519764
"arc_agi_1_eval__7e02026e",1.4533168932107,0.144584721617075
"arc_agi_1_eval__7ee1c6ea",2.31727460606009,-1.57053854573463
"arc_agi_1_eval__817e6c09",0.398908484203522,4.95997543990667
"arc_agi_1_eval__81c0276b",34.2574869982521,-1.39986631899989
"arc_agi_1_eval__833dafe3",3.79286539975805,-1.02251395811225
"arc_agi_1_eval__845d6e51",1.90807834375751,0.274091237356948
"arc_agi_1_eval__84db8fc4",2.29111117940592,-0.470456718540893
"arc_agi_1_eval__84f2aca1",43.1014995548813,-2.89930856134406
"arc_agi_1_eval__8597cfd7",0.946272830654799,-2.18646544037068
"arc_agi_1_eval__85b81ff1",68.9864623467299,-0.094827977532742
"arc_agi_1_eval__85fa5666",63.3613325993861,-0.499387614597491
"arc_agi_1_eval__8719f442",3.8219618570215,0.0374416211724221
"arc_agi_1_eval__88207623",3.69641428120974,-0.339038927178716
"arc_agi_1_eval__8a371977",1.70195240171333,-2.23955738872257
"arc_agi_1_eval__8ba14f53",65.2675643036798,0.100298650737098
"arc_agi_1_eval__8cb8642d",1.0773918616609,1.13506640158784
"arc_agi_1_eval__8dae5dfc",1.17259707356164,-1.6449852533877
"arc_agi_1_eval__8e2edd66",38.804219635482,-1.19748236581269
"arc_agi_1_eval__8ee62060",0.335136469411635,-4.24626203784708
"arc_agi_1_eval__8fbca751",-0.105076226887666,-16.8399189245298
"arc_agi_1_eval__90347967",1.76776960039344,0.653023423513618
"arc_agi_1_eval__903d1b4a",2.70129276035924,-1.74726539339705
"arc_agi_1_eval__9110e3c5",0.880768086775627,-2.49737521590903
"arc_agi_1_eval__917bccba",2.54595272874468,-2.40469762038152
"arc_agi_1_eval__929ab4e9",65.2675643036798,0.100298650737098
"arc_agi_1_eval__92e50de0",3.69641428120974,-0.339038927178716
"arc_agi_1_eval__9356391f",3.30249062589996,-0.507648638610152
"arc_agi_1_eval__93b4f4b3",3.32939754250249,-0.508102555758325
"arc_agi_1_eval__93c31fbe",17.3032214619188,1.48665845469926
"arc_agi_1_eval__94133066",17.3032214619188,1.48665845469926
"arc_agi_1_eval__94414823",2.01033000252418,-1.58468783533441
"arc_agi_1_eval__94be5b80",2.53008376722153,-1.37804463985462
"arc_agi_1_eval__95a58926",2.14936698678665,-1.57794519636354
"arc_agi_1_eval__963f59bc",3.39419932167539,-0.852863023050571
"arc_agi_1_eval__96a8c0cd",17.3032214619188,1.48665845469926
"arc_agi_1_eval__97239e3d",1.8529880235513,0.0201657672718764
"arc_agi_1_eval__9772c176",23.7855177969066,0.633510527914799
"arc_agi_1_eval__981571dc",0.956487130869858,-0.139614071224602
"arc_agi_1_eval__992798f6",1.23473862595998,-0.980630029616022
"arc_agi_1_eval__99306f82",2.7748960090505,-1.55375836927415
"arc_agi_1_eval__9a4bb226",2.46870597486531,-1.75770491108023
"arc_agi_1_eval__9b2a60aa",68.9864623467297,-0.0948279775327437
"arc_agi_1_eval__9b365c51",1.5177910598857,-0.137664231954709
"arc_agi_1_eval__9b4c17c4",2.01036938748235,-1.58468584070989
"arc_agi_1_eval__9bebae7a",68.2255000219702,-0.304680801659613
"arc_agi_1_eval__9c1e755f",0.953043775135413,-2.45178698635911
"arc_agi_1_eval__9c56f360",1.77493294493928,-1.40038626651646
"arc_agi_1_eval__9caba7c3",17.3032214619188,1.48665845469926
"arc_agi_1_eval__9ddd00f0",3.69641428123133,-0.339038927179116
"arc_agi_1_eval__9def23fe",6.38707336591033,-0.0310672307385828
"arc_agi_1_eval__9f27f097",60.6848734589608,-1.49927933261991
"arc_agi_1_eval__a096bf4d",23.7855177969066,0.633510527914799
"arc_agi_1_eval__a3f84088",0.644583991689232,0.219300224911
"arc_agi_1_eval__a406ac07",2.10699441430548,-3.17855231268539
"arc_agi_1_eval__a57f2f04",2.34167702144991,-0.277518181783191
"arc_agi_1_eval__a59b95c0",3.22102163055033,-2.86076029966705
"arc_agi_1_eval__a680ac02",1.77476944387322,-1.40039176981247
"arc_agi_1_eval__a8610ef7",1.25337413090001,1.45980517567496
"arc_agi_1_eval__a934301b",2.10270713795525,-0.251840387745654
"arc_agi_1_eval__aa18de87",1.79267301436882,-2.95775240979443
"arc_agi_1_eval__aa300dc3",2.31589492178926,-1.57059639288425
"arc_agi_1_eval__aa4ec2a5",17.3032214619188,1.48665845469926
"arc_agi_1_eval__aab50785",3.77132144562781,-1.91431476399582
"arc_agi_1_eval__ac0c5833",17.3032214619188,1.48665845469926
"arc_agi_1_eval__ac2e8ecf",17.3032214619188,1.48665845469926
"arc_agi_1_eval__ac3e2b04",1.18426615592379,0.618901986689595
"arc_agi_1_eval__ac605cbb",3.98294345637762,-0.854610917321693
"arc_agi_1_eval__ad7e01d0",3.14409665917628,-1.36588126034029
"arc_agi_1_eval__ae58858e",6.72143509646925,-1.50562437614482
"arc_agi_1_eval__aee291af",1.28774817385109,-0.306656182198786
"arc_agi_1_eval__af22c60d",1.87984336929612,-2.44796656291957
"arc_agi_1_eval__af24b4cc",32.3376977690809,-3.33730798263357
"arc_agi_1_eval__b0722778",23.7855177969066,0.633510527914799
"arc_agi_1_eval__b0f4d537",1.10743492571373,0.686917844611682
"arc_agi_1_eval__b15fca0b",23.7855177969066,0.633510527914799
"arc_agi_1_eval__b1fc8b8e",1.57175810028068,-0.805084259288216
"arc_agi_1_eval__b20f7c8b",17.3032214619188,1.48665845469926
"arc_agi_1_eval__b457fec5",-0.513480261878817,-8.10235533128705
"arc_agi_1_eval__b4a43f3b",2.6501778768616,-0.301081345189277
"arc_agi_1_eval__b7999b51",1.68823844893213,0.0628717775870067
"arc_agi_1_eval__b7cb93ac",1.35685292657587,0.188100144672194
"arc_agi_1_eval__b7f8a4d8",1.35683627751826,0.188108290763248
"arc_agi_1_eval__b7fb29bc",2.04409338101414,-0.833930387841523
"arc_agi_1_eval__b942fd60",1.8803682086727,1.05969316427993
"arc_agi_1_eval__ba9d41b8",3.04694158158033,-0.32102122980193
"arc_agi_1_eval__baf41dbf",6.38707336576978,-0.0310672307367452
"arc_agi_1_eval__bb52a14b",1.44802946030642,0.146792313290398
"arc_agi_1_eval__bbb1b8b6",3.4226573778603,-0.682265197038211
"arc_agi_1_eval__bc4146bd",1.52268251057737,-2.75421309750017
"arc_agi_1_eval__bcb3040b",1.84546841913853,-1.20633801294415
"arc_agi_1_eval__bd14c3bf",23.7855177969066,0.633510527914799
"arc_agi_1_eval__be03b35f",0.98498701359045,-1.42571181896815
"arc_agi_1_eval__bf32578f",2.23765020742645,0.50915238283802
"arc_agi_1_eval__bf699163",2.17317079849678,-0.652845042126439
"arc_agi_1_eval__bf89d739",32.9583736209015,-1.00007444939593
