subset_name,complexity_metric,left_target,right_target,n,left_r,right_r,difference_right_minus_left,williams_t,williams_p
full_set,complexity_pc1_score,llm6_pair_difficulty,llm7_pair_difficulty,391,0.5227677476923415,0.5560437044835571,0.033275956791215644,-2.9923946671850756,0.0029449211793691316
full_set,complexity_pc1_score,human_difficulty_complete,llm7_pair_difficulty,391,0.12518183293980645,0.5560437044835571,0.43086187154375066,-8.496147870351853,4.248535262210937e-16
full_set,log1p_cyclomatic_complexity,llm6_pair_difficulty,llm7_pair_difficulty,391,0.4490543099171438,0.4590917973231064,0.010037487405962608,-0.8430593968012742,0.3997146347621532
full_set,log1p_cyclomatic_complexity,human_difficulty_complete,llm7_pair_difficulty,391,0.06417602619693141,0.4590917973231064,0.394915771126175,-7.3576801725604914,1.1252607070178635e-12
full_set,ast_node_count,llm6_pair_difficulty,llm7_pair_difficulty,391,0.46914931311322644,0.5004919716406359,0.03134265852740942,-2.7055472761990065,0.0071199018640719
full_set,ast_node_count,human_difficulty_complete,llm7_pair_difficulty,391,0.14321871640154485,0.5004919716406359,0.35727325523909104,-6.773613566614557,4.6713468874075586e-11
full_set,log1p_branch_opcode_count_dynamic,llm6_pair_difficulty,llm7_pair_difficulty,391,0.5304615069447376,0.5709930367358543,0.04053152979111674,-3.699674891533245,0.0002470490765151774
full_set,log1p_branch_opcode_count_dynamic,human_difficulty_complete,llm7_pair_difficulty,391,0.11820489387860175,0.5709930367358543,0.45278814285725255,-9.04045190364488,7.527815750320814e-18
gap_le_0.30,complexity_pc1_score,llm6_pair_difficulty,llm7_pair_difficulty,114,0.43056639629174437,0.4692678792317542,0.03870148294000986,-2.282598194949633,0.02435922020214633
gap_le_0.30,complexity_pc1_score,human_difficulty_complete,llm7_pair_difficulty,114,0.3517811324281103,0.4692678792317542,0.1174867468036439,-2.2957502969581363,0.023568403123390553
gap_le_0.30,log1p_cyclomatic_complexity,llm6_pair_difficulty,llm7_pair_difficulty,114,0.38003984062811796,0.40053996008762766,0.02050011945950969,-1.1526114752235965,0.2515460927312382
gap_le_0.30,log1p_cyclomatic_complexity,human_difficulty_complete,llm7_pair_difficulty,114,0.3371330131392808,0.40053996008762766,0.06340694694834687,-1.1926328755719047,0.2355564149670789
gap_le_0.30,ast_node_count,llm6_pair_difficulty,llm7_pair_difficulty,114,0.434013879923059,0.47950763157662146,0.04549375165356245,-2.719023813068977,0.0076003523826185795
gap_le_0.30,ast_node_count,human_difficulty_complete,llm7_pair_difficulty,114,0.4033575595899199,0.47950763157662146,0.07615007198670154,-1.4950854835175158,0.13772975799731016
gap_le_0.30,log1p_branch_opcode_count_dynamic,llm6_pair_difficulty,llm7_pair_difficulty,114,0.42113881258598845,0.46685664846735886,0.045717835881370406,-2.7120934621474673,0.007750805689138911
gap_le_0.30,log1p_branch_opcode_count_dynamic,human_difficulty_complete,llm7_pair_difficulty,114,0.3095047803068968,0.46685664846735886,0.15735186816046204,-3.094337833767489,0.00249633661838748
