"item_id","gpcm_a","gpcm_location"
"arc_agi_1_eval__009d5c81",1.38102298871486,-1.51568215205464
"arc_agi_1_eval__00dbd492",5.9668805230796,-0.818241647837918
"arc_agi_1_eval__03560426",1.79973431800601,-0.0851323444367285
"arc_agi_1_eval__0b17323b",3.15914059952299,-0.98699355871039
"arc_agi_1_eval__0bb8deee",2.5990080449994,-0.978992744222626
"arc_agi_1_eval__0c786b71",2.36755007806927,-1.35754308778298
"arc_agi_1_eval__0c9aba6e",2.09781537614341,-1.41985578980632
"arc_agi_1_eval__0f63c0b9",3.88769301100591,-1.17781609039406
"arc_agi_1_eval__12422b43",3.95658023045455,-1.17038515430717
"arc_agi_1_eval__12997ef3",2.77540388328522,-1.01099594341174
"arc_agi_1_eval__12eac192",4.93430367969625,-0.0669596699634774
"arc_agi_1_eval__13713586",2.63463794675329,0.0211228528762639
"arc_agi_1_eval__140c817e",27.7941578836831,-0.703510335412264
"arc_agi_1_eval__17b80ad2",1.76649752641304,-0.24187587775563
"arc_agi_1_eval__17cae0c1",1.6261262126095,-1.09923068439191
"arc_agi_1_eval__195ba7dc",27.7574008066927,-1.23446108066006
"arc_agi_1_eval__1990f7a8",6.86123465688426,-0.952086319253436
"arc_agi_1_eval__19bb5feb",39.6938725224324,-1.69535144221977
"arc_agi_1_eval__1a2e2828",1.64162168027704,-1.93651279416974
"arc_agi_1_eval__1a6449f1",0.822198933090242,-0.438135693414477
"arc_agi_1_eval__1c02dbbe",2.47600770827702,-0.553883636022262
"arc_agi_1_eval__1c0d0a4b",0.928393237461071,-1.70575647610068
"arc_agi_1_eval__1d0a4b61",25.3909808186904,-1.77666206030241
"arc_agi_1_eval__1d398264",16.7283866931178,-1.31383818069101
"arc_agi_1_eval__1e81d6f9",4.0719995676316,-1.31859086665359
"arc_agi_1_eval__2037f2c7",0.83071868527704,0.848890707143768
"arc_agi_1_eval__2072aba6",3.06740542269387,-1.37639940198268
"arc_agi_1_eval__20981f0e",2.69157832592248,-0.595721967465577
"arc_agi_1_eval__21f83797",5.13861784131737,-1.22526149951761
"arc_agi_1_eval__22a4bbc2",1.29177445199016,0.219887012831771
"arc_agi_1_eval__32e9702f",3.16851286945084,-1.43429986291233
"arc_agi_1_eval__50aad11f",2.40239492162499,-0.183491262833711
"arc_agi_1_eval__97239e3d",7.47883883761344,-0.673064450100372
"arc_agi_1_eval__981571dc",2.12973023563242,0.382077408200812
"arc_agi_1_eval__aa4ec2a5",1.61244970799928,0.650273878673956
"arc_agi_1_eval__c62e2108",6.2872938914628,-0.318588473260317
"arc_agi_1_eval__fe9372f3",11.1350813504678,-0.673709072019656
"arc_agi_2_eval__1818057f",3.47863618864081,-0.503289950362282
"arc_agi_2_eval__291dc1e1",1.6689467147729,0.970487199930168
"arc_agi_2_eval__2ba387bc",3.36188179118536,-0.470144727928734
"arc_agi_2_eval__38007db0",1.21245549802085,-0.54338064607552
"arc_agi_2_eval__3e6067c3",1.64236908543658,-0.760370932805014
"arc_agi_2_eval__45a5af55",3.23233904873589,0.179929438144246
"arc_agi_2_eval__4a21e3da",3.87766022411108,-0.0648284812440226
"arc_agi_2_eval__4c3d4a41",1.78631762151277,-0.24285260270739
"arc_agi_2_eval__58490d8a",3.46618142815329,-0.444132500529877
"arc_agi_2_eval__58f5dbd5",2.79518797137121,0.152878414720233
"arc_agi_2_eval__8f215267",2.7959426965401,-0.585392764549579
"arc_agi_2_eval__981571dc",1.82509794753845,0.286081441536239
"arc_agi_2_eval__a251c730",0.760109378740202,0.941134695918184
"arc_agi_2_eval__aa4ec2a5",2.17598519751566,0.545612318272111
"arc_agi_2_eval__b0039139",2.36318791761224,1.33843001041571
"arc_agi_2_eval__b10624e5",1.19503270153385,0.175877743323944
"arc_agi_2_eval__db0c5428",1.88013779362922,-0.393454484264227
"arc_agi_2_eval__db695cfb",2.87787463856915,0.590088526007602
